Id,Category,Sentence
4273,1,"This is a poster movie , a mediocre tribute to films like Them !"
10254,3,"It may be a no-brainer , but at least it 's a funny no-brainer ."
5533,3,Gives an intriguing twist to the French coming-of-age genre .
289,4,"-LRB- Ramsay -RRB- visually transforms the dreary expanse of dead-end distaste the characters inhabit into a poem of art , music and metaphor ."
3073,1,There 's nothing remotely topical or sexy here .
3422,3,Pretty good little movie .
1269,1,"An ugly , revolting movie ."
3140,2,"The film is darkly atmospheric , with Herrmann quietly suggesting the sadness and obsession beneath Hearst 's forced avuncular chortles ."
8337,3,The beauty of the piece is that it counts heart as important as humor .
10639,3,An enjoyable above average summer diversion .
6379,2,Diverting French comedy in which a husband has to cope with the pesky moods of jealousy .
1109,1,"All the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness ."
9503,3,"Asks what truth can be discerned from non-firsthand experience , and specifically questions cinema 's capability for recording truth ."
477,0,It 's Splash without the jokes .
4001,1,"Woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the `` Saving Private Ryan '' battle scenes before realizing Steven Spielberg got it right the first time ?"
1246,4,Ryan Gosling ... is at 22 a powerful young actor .
2399,2,-LRB- Crystal and De Niro -RRB- manage to squeeze out some good laughs but not enough to make this silly con job sing .
11186,1,The only question ... is to determine how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering .
4660,3,"In an era where big stars and high production values are standard procedure , Narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve ."
11457,1,Oscar caliber cast does n't live up to material
36,4,This is the best Star Trek movie in a long time .
9639,1,"Somewhere inside the mess that is World Traveler , there is a mediocre movie trying to get out ."
11093,1,"It sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations ."
984,0,"It could have been something special , but two things drag it down to mediocrity -- director Clare Peploe 's misunderstanding of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress ."
1265,3,"Blade II merges bits and pieces from fighting games , wire fu , horror movies , mystery , James Bond , wrestling , sci-fi and anime into one big bloody stew ."
5564,3,It treats Ana 's journey with honesty that is tragically rare in the depiction of young women in film .
4442,2,It 's an often-cute film but either needs more substance to fill the time or some judicious editing .
10778,2,"This is mostly well-constructed fluff , which is all it seems intended to be ."
10694,1,Even when Crush departs from the 4W formula ... it feels like a glossy rehash .
3706,1,"Enigma is well-made , but it 's just too dry and too placid ."
714,4,Their work is fantastic .
5153,0,"For all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time ."
2333,0,This franchise has not spawned a single good film .
3460,1,"If you 're looking for a story , do n't bother ."
4207,2,"At its best when the guarded , resentful Betty and the manipulative yet needy Margot are front and center ."
4980,1,"On the evidence before us , the answer is clear : Not easily and , in the end , not well enough ."
841,4,"One of the year 's best films , featuring an Oscar-worthy performance by Julianne Moore ."
3803,2,Gambling and throwing a basketball game for money is n't a new plot -- in fact Toback himself used it in Black and White .
4262,4,"First and foremost ... the reason to go see `` Blue Crush '' is the phenomenal , water-born cinematography by David Hennings ."
10268,1,` CQ may one day be fondly remembered as Roman Coppola 's brief pretentious period before going on to other films that actually tell a story worth caring about
773,3,"Director Chris Wedge and screenwriters Michael Berg , Michael J. Wilson and Peter Ackerman create some episodes that rival vintage Looney Tunes for the most creative mayhem in a brief amount of time ."
383,0,"The satire is unfocused , while the story goes nowhere ."
536,4,This is a fascinating film because there is no clear-cut hero and no all-out villain .
10809,2,"It 's a good film , but it falls short of its aspiration to be a true ` epic ' ."
5048,3,"If villainous vampires are your cup of blood , Blade 2 is definitely a cut above the rest ."
3303,3,"` Film aficionados can not help but love Cinema Paradiso , whether the original version or new Director 's Cut . '"
55,4,You 'll probably love it .
6907,1,It reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it .
3365,3,"It 's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet I found it weirdly appealing ."
7680,2,Then Nadia 's birthday might not have been such a bad day after all .
3294,4,"Perhaps it 's cliche to call the film ` refreshing , ' but it is ."
846,3,"In all fairness , I must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks ."
3054,1,I wish it would have just gone more over-the-top instead of trying to have it both ways .
6499,2,"Director-writer Bille August ... depicts this relationship with economical grace , letting his superb actors convey Martin 's deterioration and Barbara 's sadness -- and , occasionally , anger ."
4437,4,"At just over an hour , Home Movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face ."
10430,4,It turns out to be smarter and more diabolical than you could have guessed at the beginning .
2248,3,It 's a scorcher .
4060,4,"Reassuring , retro uplifter ."
5557,2,It does give you a peek .
8538,4,Skillfully weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise .
10815,0,Sheridan 's take on the author 's schoolboy memoir ... is a rather toothless take on a hard young life .
9023,3,"Passions , obsessions , and loneliest dark spots are pushed to their most virtuous limits , lending the narrative an unusually surreal tone ."
1238,1,A cockeyed shot all the way .
2813,2,It may even fall into the category of Films You Love to Hate .
6133,2,"The animation and backdrops are lush and inventive , yet Return to Neverland never manages to take us to that elusive , lovely place where we suspend our disbelief ."
10658,2,A. . .
4062,1,"Contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin ."
5320,0,A major waste ... generic .
250,4,If you 're a fan of the series you 'll love it and probably want to see it twice .
2856,2,You might be shocked to discover that Seinfeld 's real life is boring .
6094,0,The story is bogus and its characters tissue-thin .
8363,0,"In addition to sporting one of the worst titles in recent cinematic history , Ballistic : Ecks Vs. Sever also features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase ."
9360,4,"Still rapturous after all these years , Cinema Paradiso stands as one of the great films about movie love ."
1161,1,"Is n't as sharp as the original ... Despite some visual virtues , ` Blade II ' just does n't cut it ."
2068,4,"What a concept , what an idea , what a thrill ride ."
10446,3,A movie that sends you out of the theater feeling like you 've actually spent time living in another community .
828,0,Has all the scenic appeal of a cesspool .
760,3,"The complex , politically charged tapestry of contemporary Chinese life this exciting new filmmaker has brought to the screen is like nothing we Westerners have seen before ."
6784,3,"Talk To Her is not the perfect movie many have made it out to be , but it 's still quite worth seeing ."
2759,2,"Are monsters born , or made ?"
1370,0,"Seagal , who looks more like Danny Aiello these days , mumbles his way through the movie ."
4383,2,"It is an indelible epic American story about two families , one black and one white , facing change in both their inner and outer lives ."
7416,3,"It 's surprisingly decent , particularly for a tenth installment in a series ."
5467,2,Debate it .
1589,3,"And there 's the inimitable Diaz , holding it all together ."
3735,1,"The film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama , ' but the emphasis on the latter leaves Blue Crush waterlogged ."
1065,1,"A little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium ."
5846,1,Hmmm ... might I suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener ?
1412,1,"While Scorsese 's bold images and generally smart casting ensure that `` Gangs '' is never lethargic , the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about ."
10636,1,"Maybe there 's a metaphor here , but figuring it out would n't make Trouble Every Day any better ."
6077,3,Maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .
813,1,"Watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when Carol Kane appears on the screen ."
5581,4,"An engrossing story that combines psychological drama , sociological reflection , and high-octane thriller ."
7721,3,"Sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be ."
7372,1,The things this movie tries to get the audience to buy just wo n't fly with most intelligent viewers .
129,2,It 's difficult for a longtime admirer of his work to not be swept up in Invincible and overlook its drawbacks .
6129,1,What could have been right at home as a nifty plot line in Steven Soderbergh 's Traffic fails to arrive at any satisfying destination .
2211,2,Slackers ' jokey approach to college education is disappointingly simplistic -- the film 's biggest problem -- and there are no unforgettably stupid stunts or uproariously rude lines of dialogue to remember it by .
1648,2,A movie that feels like the pilot episode of a new teen-targeted action TV series .
3046,4,"Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart ."
2460,2,The reason to see `` Sade '' lay with the chemistry and complex relationship between the marquis -LRB- Auteil -RRB- and Emilie -LRB- Le Besco -RRB- .
107,3,A quietly moving look back at what it was to be Iranian-American in 1979 .
1440,3,"What saves it ... and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist Alice ."
7238,0,The big-screen Scooby makes the silly original cartoon seem smart and well-crafted in comparison .
6647,1,There are just too many characters saying too many clever things and getting into too many pointless situations .
1937,1,A few pieces of the film buzz and whir ; very little of it actually clicks .
7226,1,"Often demented in a good way , but it is an uneven film for the most part ."
677,2,There are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film .
6156,2,"The origin story is well told , and the characters will not disappoint anyone who values the original comic books ."
312,3,K 19 stays afloat as decent drama\/action flick
8420,4,"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - Broadway play ."
540,0,The most offensive thing about the movie is that Hollywood expects people to pay to see it .
4253,1,"is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience ."
10983,2,"All very stylish and beautifully photographed , but far more trouble than it 's worth , with fantasy mixing with reality and actors playing more than one role just to add to the confusion ."
3525,0,It 's as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet ? ''
5319,1,"Sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler ."
9440,3,"No , I love it ... hell , I dunno ."
10964,0,"In the end , the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate ."
3313,0,The premise itself is just SOOOOO tired .
9784,3,Tackles the difficult subject of grief and loss with such life-embracing spirit that the theme does n't drag an audience down .
10513,1,Pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of God in the fifth Trek flick .
3550,4,"As averse as I usually am to feel-good , follow-your-dream Hollywood fantasies , this one got to me ."
4949,1,The story has some nice twists but the ending and some of the back-story is a little tired .
3674,4,Astonishingly skillful and moving ... it could become a historically significant work as well as a masterfully made one .
4376,2,There is so much plodding sensitivity .
417,3,A compelling French psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart .
3030,4,Rarely have I seen a film so willing to champion the fallibility of the human heart .
11098,1,-LRB- T -RRB- he ideas of Revolution # 9 are more compelling than the execution
8973,1,"In its chicken heart , Crush goes to absurd lengths to duck the very issues it raises ."
1222,0,For dance completists only .
5936,4,"An intelligent and deeply felt work about impossible , irrevocable choices and the price of making them ."
10381,2,Broomfield reveals an ironic manifestation of institutionalized slavery that ties a black-owned record label with a white-empowered police force .
1309,4,10 minutes into the film you 'll be white-knuckled and unable to look away .
11048,4,A refreshing change from the usual whoopee-cushion effort aimed at the youth market .
11349,3,Promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents ' anguish .
7323,0,"Confusion is one of my least favourite emotions , especially when I have to put up with 146 minutes of it ."
1455,3,"From its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale , Martin is a masterfully conducted work ."
2483,2,But it does n't need Gangs of New York .
1804,4,A riveting story well told .
9055,4,Richly entertaining and suggestive of any number of metaphorical readings .
6780,0,The kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea .
463,3,made Eddie Murphy a movie star and the man has n't aged a day .
3971,0,There 's no energy .
1986,2,"If you thought Tom Hanks was just an ordinary big-screen star , wait until you 've seen him eight stories tall ."
131,1,"It has more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline ."
3079,1,"Entertains not so much because of its music or comic antics , but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel ."
3145,1,Everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable .
7344,3,there is truth here
2754,1,"While Solondz tries and tries hard , Storytelling fails to provide much more insight than the inside column of a torn book jacket ."
568,2,"The movie worked for me right up to the final scene , and then it caved in ."
5941,3,A tour de force of modern cinema .
4992,0,"At times , it actually hurts to watch ."
1194,2,That is because - damn it !
1961,1,"It 's also built on a faulty premise , one it follows into melodrama and silliness ."
7188,2,than ` Magnifique ' .
3236,4,This is one of the outstanding thrillers of recent years .
2816,2,Earnest and tentative even when it aims to shock .
3448,2,"The problem is not that it 's all derivative , because plenty of funny movies recycle old tropes ."
8064,3,There 's plenty to enjoy -- in no small part thanks to Lau .
8789,2,Jam-packed with literally bruising jokes .
1160,2,"It never is , not fully ."
6312,4,"Visually breathtaking , viscerally exciting , and dramatically moving , it 's the very definition of epic adventure ."
2519,2,"In the end , though , it is only mildly amusing when it could have been so much more ."
3132,1,A generic international version of a typical American horror film .
5461,3,"Carrying off a spot-on Scottish burr , Duvall -LRB- also a producer -RRB- peels layers from this character that may well not have existed on paper ."
9647,1,"` Synthetic ' is the best description of this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree ."
5625,0,"The effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable ."
11232,2,And that should tell you everything you need to know about All the Queen 's Men .
2341,2,Far away .
7782,0,"Kitschy , flashy , overlong soap opera ."
2680,4,Daring and beautifully made .
9417,1,Make Chan 's action sequences boring .
1394,3,"The performances are strong , though the subject matter demands acting that borders on hammy at times ."
7924,0,-LRB- A -RRB- poorly executed comedy .
4934,0,"Even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by Avary 's failure to construct a story with even a trace of dramatic interest ."
4881,1,"Too often , Son of the Bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''"
650,3,"The power of Shanghai Ghetto , a documentary by Dana Janklowicz-Mann and Amir Mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s ."
1181,3,You live the mood rather than savour the story .
9329,1,works on the whodunit level as its larger themes get lost in the murk of its own making
11290,4,"Combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that 's not merely about kicking undead \*\*\* , but also about dealing with regret and , ultimately , finding redemption ."
6643,4,"Amid the new populist comedies that underscore the importance of family tradition and familial community , one would be hard-pressed to find a movie with a bigger , fatter heart than Barbershop ."
7912,3,Gets better after Foster leaves that little room .
7181,1,"A big , loud , bang-the-drum bore ."
244,2,Underachieves only in not taking the Shakespeare parallels quite far enough .
3174,0,"Instead of making his own style , director Marcus Adams just copies from various sources -- good sources , bad mixture"
1703,3,"None of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that , would you ?"
5647,4,It sends you away a believer again and quite cheered at just that .
3462,1,Imperfect ?
3898,3,"Fortunately , Elling never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry ."
5629,3,Can you bear the laughter ?
1472,1,The Santa Clause 2 's plot may sound like it was co-written by Mattel executives and lobbyists for the tinsel industry .
9139,3,"Washington overcomes the script 's flaws and envelops the audience in his character 's anguish , anger and frustration ."
9431,2,Throwing it all away for the fleeting joys of love 's brief moment .
11293,0,"McKay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative ."
4014,4,-LRB- A -RRB- real pleasure in its laid-back way .
8156,1,A small independent film suffering from a severe case of Hollywood-itis .
3282,4,"A naturally funny film , Home Movie makes you crave Chris Smith 's next movie ."
2724,1,"There are some fairly unsettling scenes , but they never succeed in really rattling the viewer ."
908,1,No cliche escapes the perfervid treatment of gang warfare called ces Wild .
1478,0,"Franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance SONNY needs to overcome gaps in character development and story logic ."
5157,0,Less funny than it should be and less funny than it thinks it is .
2682,2,Especially compared with the television series that inspired the movie .
10927,4,"An eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake ."
7341,2,"As home movie gone haywire , it 's pretty enjoyable , but as sexual manifesto , I 'd rather listen to old Tori Amos records ."
6344,3,"A charming , banter-filled comedy ... one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface ."
2087,4,A compelling film .
1054,1,A minor-league soccer remake of The Longest Yard .
7634,3,"The Four Feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox ."
7923,1,You 'll feel like you ate a Reeses without the peanut butter ... '
8971,1,"They just have problems , which are neither original nor are presented in convincing way ."
1988,1,None of the characters or plot-lines are fleshed-out enough to build any interest .
4672,2,Brings awareness to an issue often overlooked -- women 's depression .
3423,3,It is an unstinting look at a collaboration between damaged people that may or may not qual
10813,4,"Like the best of Godard 's movies ... it is visually ravishing , penetrating , impenetrable ."
2745,4,"It 's a head-turner -- thoughtfully written , beautifully read and , finally , deeply humanizing ."
1991,1,As saccharine as it is disposable .
2269,0,"They were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn ."
4371,0,Sade achieves the near-impossible : It turns the Marquis de Sade into a dullard .
11064,1,"Plot , characters , drama , emotions , ideas -- all are irrelevant to the experience of seeing The Scorpion King ."
10727,4,"It 's sweet , funny , charming , and completely delightful ."
7853,3,Those who want to be jolted out of their gourd should drop everything and run to Ichi .
4470,3,Terrific casting and solid execution give all three stories life .
123,3,Giggling at the absurdities and inconsistencies is part of the fun .
8907,2,"Until -LRB- the -RRB- superfluous ... epilogue that leaks suspension of disbelief like a sieve , Die Another Day is as stimulating & heart-rate-raising as any James Bond thriller ."
3074,1,Qualities that were once amusing are becoming irritating .
7390,3,Its director 's most substantial feature for some time .
3638,1,"Elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level ."
1995,1,"Like a fish that 's lived too long , Austin Powers in Goldmember has some unnecessary parts and is kinda wrong in places ."
4439,0,"After seeing the film , I can tell you that there 's no other reason why anyone should bother remembering it ."
20,4,"In his U.S. debut , Mr. Schnitzler proves himself a deft pace master and stylist ."
1033,2,"Brainy , artistic and muted , almost to the point of suffocation ."
3567,3,"It 's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought ."
2245,2,"The ending does n't work ... but most of the movie works so well I 'm almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong ."
8868,3,A rip-roaring comedy action fest that 'll put hairs on your chest .
61,3,"Birthday Girl lucks out with Chaplin and Kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns ."
9281,0,It 's a barely tolerable slog over well-trod ground .
7799,1,"Without a fresh infusion of creativity , 4Ever is neither a promise nor a threat so much as wishful thinking ."
3776,0,What you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height .
2209,4,Kudos to the most enchanting film of the year .
10001,3,"A delightful little film that revels in its own simplicity , Mostly Martha will leave you with a smile on your face and a grumble in your stomach ."
10460,0,"Worthless , from its pseudo-rock-video opening to the idiocy of its last frames ."
3603,0,"The misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten ."
8528,2,I saw Juwanna Mann so you do n't have to .
1639,0,The entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .
7975,1,Pleasant but not more than recycled jock piffle .
6225,1,Never inspires more than an interested detachment .
10046,4,"The delicious trimmings ... arrive early and stay late , filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability to triumph over a Scrooge or two ."
9977,3,"... flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags ."
7764,1,"Officially , it is twice as bestial but half as funny ."
10087,3,What a great way to spend 4 units of your day .
6138,0,The Master of Disguise is awful .
7329,2,"Skillful as he is , Mr. Shyamalan is undone by his pretensions ."
4355,3,The banter between Calvin and his fellow barbers feels like a streetwise McLaughlin Group ... and never fails to entertain .
575,3,"Everything about The Quiet American is good , except its timing ."
4419,3,is a film -- full of life and small delights -- that has all the wiggling energy of young kitten .
5808,2,"A modestly comic , modestly action-oriented World War II adventure that , in terms of authenticity , is one of those films that requires the enemy to never shoot straight ."
7499,1,But the movie 's narrative hook is way too muddled to be an effectively chilling guilty pleasure .
2651,3,Cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .
6163,3,`` the road paved with good intentions leads to the video store ''
1604,3,But it does have one saving grace .
3464,2,"A drama of great power , yet some members of the audience will leave the theater believing they have seen a comedy ."
1669,4,Woody Allen has really found his groove these days .
10259,0,"Soulless and -- even more damning -- virtually joyless , XXX achieves near virtuosity in its crapulence ."
11251,1,And Diesel is n't the actor to save it .
2041,2,This follow-up seems so similar to the 1953 Disney classic that it makes one long for a geriatric Peter .
6572,3,A complex psychological drama about a father who returns to his son 's home after decades away .
1708,3,"At its best , which occurs often , Michael Moore 's Bowling for Columbine rekindles the muckraking , soul-searching spirit of the ` Are we a sick society ? '"
1909,2,Summer 's far too fleeting to squander on offal like this .
3280,1,A collage of clichés and a dim echo of allusions to other films .
2381,1,Simply a re-hash of the other seven films .
9813,4,"A wild , endearing , masterful documentary ."
7951,1,"There 's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title ."
11006,4,"` Anyone with a passion for cinema , and indeed sex , should see it as soon as possible . '"
5749,1,"I 've seen some bad singer-turned actors , but Lil Bow Wow takes the cake ."
10805,2,will be far more interesting to the Soderbergh faithful than it will be to the casual moviegoer who might be lured in by Julia Roberts ...
11333,2,"Sometimes this ` Blood ' seems as tired as its protagonist ... Still , the pulse never disappears entirely , and the picture crosses the finish line winded but still game ."
4724,0,What a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film so poorly plotted and scripted .
7252,3,Earnest and heartfelt but undernourished and plodding .
6927,1,"A pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole ."
3805,3,"This amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as Greenfingers ..."
7203,3,"Downbeat , period-perfect biopic hammers home a heavy-handed moralistic message ."
5943,4,... a true delight .
6699,1,"Little more than a stylish exercise in revisionism whose point ... is no doubt true , but serves as a rather thin moral to such a knowing fable ."
4891,1,Lurid and less than lucid work .
1354,1,What 's missing is what we call the ` wow ' factor .
8941,3,"Watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown ."
6478,1,"After the first 10 minutes , which is worth seeing , the movie sinks into an abyss of clichés , depression and bad alternative music ."
437,3,"The hook is the drama within the drama , as an unsolved murder and an unresolved moral conflict jockey for the spotlight ."
376,2,"Sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to Frida Kahlo as if her life did , too ."
898,3,Wonderful fencing scenes and an exciting plot make this an eminently engrossing film .
6897,1,"Like a pack of dynamite sticks , built for controversy ."
980,4,"A finely tuned mood piece , a model of menacing atmosphere ."
8792,2,The philosophical musings of the dialogue jar against the tawdry soap opera antics of the film 's action in a way that is surprisingly enjoyable .
8938,3,"It 's a fine , old-fashioned-movie movie , which is to say it 's unburdened by pretensions to great artistic significance ."
2898,4,"The entire cast is first-rate , especially Sorvino ."
2886,1,A soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of B-movie imagination .
7818,2,"Affleck merely creates an outline for a role he still needs to grow into , a role that Ford effortlessly filled with authority ."
6591,3,"A perceptive , good-natured movie ."
8557,2,Spare yet audacious ...
11115,4,A jaw-droppingly beautiful work that upends nearly every cliché of Japanese animation while delivering a more than satisfactory amount of carnage .
8090,1,"` Dragonfly ' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue ."
2537,2,The plan to make Enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller '
9576,1,... although this idea is `` new '' the results are tired .
10675,2,"an `` O Bruin , Where Art Thou ? ''"
10985,4,Narc is a no-bull throwback to 1970s action films .
6074,1,This film is too busy hitting all of its assigned marks to take on any life of its own .
1492,1,None of this is half as moving as the filmmakers seem to think .
5148,1,"Despite Auteuil 's performance , it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug ."
6253,4,Extraordinary debut from Josh Koury .
1512,0,Derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .
8913,1,"Sodden and glum , even in those moments where it 's supposed to feel funny and light ."
6364,0,Becomes a bit of a mishmash : a tearjerker that does n't and a thriller that wo n't .
3181,4,Works because Reno does n't become smug or sanctimonious towards the audience .
5577,0,One of those films that started with a great premise and then just fell apart .
10678,0,That such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .
1196,4,It 's a fun adventure movie for kids -LRB- of all ages -RRB- that like adventure .
7829,0,"Sluggish , tonally uneven ."
9899,0,This is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience .
1446,3,Criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes My Big Fat Greek Wedding look like an apartheid drama .
5395,3,"Spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative ."
5242,3,"It 's definitely an improvement on the first Blade , since it does n't take itself so deadly seriously ."
8929,3,"Though its story is only surface deep , the visuals and enveloping sounds of Blue Crush make this surprisingly decent flick worth a summertime look-see ."
6262,3,"It 's pretty linear and only makeup-deep , but Bogdanovich ties it together with efficiency and an affection for the period ."
9650,2,"Soderbergh seems capable only of delivering artfully lighted , earnest inquiries that lack the kind of genuine depth that would make them redeemable ."
111,2,"None of this has the suavity or classical familiarity of Bond , but much of it is good for a laugh ."
9767,1,The whole talking-animal thing is grisly .
3217,3,A forceful drama of an alienated executive who re-invents himself .
7169,2,"I admit it , I hate to like it ."
3807,1,"The screenplay , co-written by director Imogen Kimmel , lacks the wit necessary to fully exploit the comic elements of the premise , making the proceedings more bizarre than actually amusing ."
1911,0,A film that should be relegated to a dark video store corner is somehow making its way instead to theaters .
7795,4,"Lan Yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery ."
11302,1,It 's a bad sign in a thriller when you instantly know whodunit .
1775,3,"Seeing as the film lacks momentum and its position remains mostly undeterminable , the director 's experiment is a successful one ."
9257,0,I like my Christmas movies with more elves and snow and less pimps and ho 's .
7061,1,"Formulaic to the 51st power , more like ."
2146,3,The success of Undercover Brother is found in its ability to spoof both black and white stereotypes equally .
8356,1,"But Windtalkers does n't beat that one , either ."
8602,4,a joyous occasion
2969,2,"Any intellectual arguments being made about the nature of God are framed in a drama so clumsy , there is a real danger less sophisticated audiences will mistake it for an endorsement of the very things that Bean abhors ."
7562,0,"Philosophically , intellectually and logistically a mess ."
3039,1,"A movie you observe , rather than one you enter into ."
2237,1,"Lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s ."
4399,2,"Nair and writer Laura Cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that 's short on plot but rich in the tiny revelations of real life ."
3396,2,Director Roger Michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff .
1218,3,"... Despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '"
1243,1,The code talkers deserved better than a hollow tribute .
1315,3,"If you 're content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life , Eisenstein delivers ."
7582,1,"Without -LRB- De Niro -RRB- , City By The Sea would slip under the waves ."
197,1,But no. .
9439,1,"The redeeming feature of Chan 's films has always been the action , but the stunts in The Tuxedo seem tired and , what 's worse , routine ."
5685,2,"The message of such reflections -- intentional or not -- is that while no art grows from a vacuum , many artists exist in one ."
1651,0,Black-and-white and unrealistic .
11190,3,Those with a modicum of patience will find in these characters ' foibles a timeless and unique perspective .
