Id,Category,Sentence
2214,3,"As wide and cartoonish as the shooting is, there is close observation in director Frank Novak's work, which bases the film upon an undeniable social realism."
2215,0,"The appeal of vulgar, sexist, racist humour went over my head - or, given its low eyebrow, perhaps, under my feet."
2216,2,"""Like a child with an important message to say... -LRB- Skins' -RRB- Faults are easy to forgive, because resolutions are high."""
2217,1,A bit too eager to please.
2218,2,"The film cannot quite maintain its initial momentum, but remains consistently funny."
2219,1,Could someone not get Rob Schneider and have him swap his body for a funny person?
2220,4,The humour of the bride's son has emerged from a compelling story that reliably succeeds in imparting the passion of the human beings.
2221,3,"Clooney is directing, always balancing the fantastic with the believable..."
2222,3,This Blaxploit predator downplays the controversy in favor of gags which depend on the advantage of their own skill as opposed to the extent of their effrontery.
2223,3,Spielberg has managed to combine science fiction with film noir and action movies with philosophical inquiry.
2225,3,It doesn't matter that the film takes less than 90 minutes.
2226,1,That is the first sign of trouble.
2227,1,"Indeed, the audience will sit at the screen with their mouths open, yawning rather than yawning."
2229,0,Perhaps the greatest movie ever made.
2230,2,A glorious mess.
2231,1,It's full of the sort of paranoia that only self-assured neurotics lead.
2232,2,This is a film that's just too horrible to think about but still manages to entertain on a level that makes guilt-pleasure-bad.
2233,4,Victor Rosa is Leguizamo's best work to date - subtle and richly internalised.
2234,0,"Guy becomes girl, guy loses girl, audience falls asleep."
2235,2,"After the set-up, the air loses sound, causing the momentum to flatten away about an hour before the start of filming."
2236,3,"Fans of the critic's favourite band Wilco will be astonished at the sometimes bleak, ever brooding look of ""I try to break your heart."""
2237,1,"In fact, Lucas has come closer than anyone could wish to to the cheap, graceful and hackneyed science fiction series from the 1930s and 1940's."
2238,3,The plot twists and turns give I Am Testy to Break Your Heart an attraction it badly needed.
2239,1,"Insomnia leads to points lost when it gives in to a formative blast at the end, a shootout."
2240,3,"But to every kitschy scene, there is a really cool piece: the film's instruction to gatherer the future of the hologram librarian - LB- Orlando Jones-RRB-who knows everything and answers all questions, is visually clever, intelligently written and beautifully staged."
2241,2,It fails to explain music and its roots.
2242,3,"Always damned to be judged by Anthony Asquiths ""celebrated film version from 1952."
2243,1,"You can taste it, but there's no ulcer."
2244,3,"There's a taste of adept Burning Man ethos, an alluring blend of counter-cultural idealism and hedonistic creativity."
2245,2,"The ends don't work... but most of the movie has such a good effect that I'd definitely recommend it -- not for everyone, perhaps, but certainly people with some curiosity as to how a film could run very well, and then make one wrong step."
2246,3,It's funny.
2248,3,It's a focal point.
2249,4,... a powerful sequel and one of the best films of the year.
2250,2,"The ""faithful"" will find joy in this sometimes hilarious adaptation of the novel by V. S. Naipaul, but the new ones will have to endure the odd yawn in the first hour."
2251,3,"Some bodies take places away from them, which they have not left and those that they have."
2252,1,A great tumult movie in which absolutely nothing happens.
2254,3,"The re-release of Ron Howard's Apollo 13 in IMAX format proves that really, really, really good things can come in powerful packaging."
2255,3,"It's a slow start, but Adrien Brody - in the title role - makes the movie's ending powerful and satisfying."
2256,1,"Everything is serious, poetic, serious and unfortunately also boring."
2257,2,"Well, it's not as pathetic as The Beast."
2258,0,is a mess.
2259,1,"It's more like an orderly offense, a shallow, unconvincing drama that never catches fire."
2260,2,"Rewind like a nice, low-key 102-minute information note, mixing entrepreneurial spirit with the testimonials of content clients."
2261,3,There is an energy to the Y Tu Mamá también.
2262,3,Brosnan is wilder than I've ever seen him in this movie and Halle Berry does her best to keep up with him.
2263,3,Elling gradually builds up to the point where you feel completely embraced by this gentle comedy.
2264,3,"Yes, there's absolutely no reason why Blue Crush, a late summer surfer-girls take, shouldn't be as entertaining and present as it is"
2265,4,The case is compelling and should give everyone who has a conscience pause.
2266,4,"impresses as skillfully composed, polished and professional adaptation... just as shocking and disturbing as ""Manhunter."""
2267,2,He appeared again in Jerry Bruckheimer's rough pond of retread action series through the summer.
2269,0,"They were frightened to show the film to critics before opening, thinking that the bad reviews were deserved."
2270,2,"It's a challenging film, though not always a narrative one."
2271,4,A little gem from Belgium.
2272,4,A huge piece of work.
2273,2,"A poorly-written Prussian fable which, in its obstruction, has forgotten the development of a coherent, credible story."
2274,1,"A mixed mix, the occasional letter runs alternating with a lot of sloppiness and the obligatory moments of sentimental gered sweetness."
2275,2,"No matter how firmly director John Stainton holds his tongue, the fact remains that a madcap concept doesn't have the effect of a film adaptation."
2276,3,The old adage about unspeakable is getting a thrilling reinterpretation in Morvern Callar.
2278,3,"A curiosity, of course, that can be remembered not aversely, but with affection, in the end."
2279,1,"There is no viewpoint, no contemporary interpretation of the pre-feminist misery of jeans, so we feel that the only reason to make the film is because the present standardstandards make a lot of nudity available."
2280,3,more valuable than manageable
2281,2,Spies against themselves.
2282,3,Exuberantly romantic and cheerful melancholic at the same time: what is this?
2283,4,"Williams creates a breathtaking portrayal, reminiscent of a taxi driver, of a man on the brink of sanity."
2284,2,"Rather irritatingly at first, Koury's passive technique slowly begins to produce some interesting results."
2285,1,"This orange has some juice, but it is far from freshly squeezed."
2286,4,This sometimes hilarious farce manages to generate the belly laughs of a laughs-comedy without losing its high emotional appeal.
2287,1,Makes the every day gran a Hal Hartley would-be film - without the key comic ingredient of the hilarious screenwriter and director himself.
2288,3,A fascinating look at the French film industry during the German occupation. Its most delightful moments are evident in the different characters expressing their unique interiors.
2289,0,The screenplay's judgement and sense of weight are far too far away.
2290,4,"If anything, the film has done some kind of public service - shedding light on a group of highly talented musicians who might otherwise remain unnoticed and underappreciated by music fans."
2291,4,A remarkably revealing look behind the scenes of stand-up comics.
2292,3,"""8-legged freaks"" is clever and funny, amuses itself with special effects, and leaves you with the feeling you have seen a movie rather than an 蛤endless trailer."
2293,2,"Bet it exists, and this makes this quite a muddled journey a storm of indignation."
2294,3,"After Antonia settles into this newfangled community, the film becomes a movie that has both an interest and obsession to observe, in a sort of guilt-ridden daytime drama."
2295,2,"Now I can see why people thought I was being too hardline on ""The Mothman"""
2296,3,Khouri manages with great flair to keep the extremes of screwball farce and gefordert-y family intensity on a continuum.
2297,2,"Mark Wahlberg may well seem a nostalgic 1960s shooter, but as a character actor he's dry, dry, dry."
2298,2,"Benigri's Pinocchio is extremely straight and crazy, and its episodic pace keeps this film from developing a narrative flow."
2299,3,Wallace is smart at varying the tone of his film and balancing deafening battle scenes with calmer domestic scenes of women in the home receiving telegrams from the warring department.
2300,2,Troll the Cult section of your local video shop for the real deal.
2301,1,El Crimen Del Padre Amaro would probably be most effective if it were used as a tool to mobilise anti-Islamophobic protesters.
2302,4,Isabelle Huppert shines as the enigmatic Mika and Anna Mouglalis is a stunning young talent in one of the most intense psychological mysteries of Chabrol.
2303,4,The achievements are remarkable.
2304,3,"It's an effort to make this movie, but it pays off and it's effective if you stick with it."
2305,2,"While ""Serving Sara"" has a long way to go before it reaches the level of nervousness found in the latest Austin McCarthy's show, there's nothing to match those moments of inspiration that food for inspiration will afford movies."
2306,3,-LRB- Reached -RRB- Absolutely believable and heartbreakingly deep despair.
2307,4,"Funny, thoughtful, and sublimely beautiful."
2308,3,Amazing dopey.
2309,1,Strange.
2310,1,"It feels like very light Errol Morris focusing on eccentricity, but ultimately failing to turn his scatter of oddities into something greater."
2311,1,"Despite its humorous failures, ""The Man Who Wrote Rocky"" does not deserve to sink with such a leaking ship."
2312,2,Earns political courage but barely makes ends meet.
2313,2,Can't you get enough of libidinous young townsfolk?
2314,1,A retread of the stuff that Martin Scorsese has already explored thoroughly.
2315,4,"It vivisperren shows that the director of Hollywood blockbusters like Patriot Games can still make a small, personal film with emotional depth."
2316,1,"At best, it's a movie for the under-7 audience."
2317,2,"The wonderful combination of the tasteless lightness and extraordinary technical achievement of the first film survived, but the overall effect is somewhat shallow because of a story that never quite gets to the magic of the original."
2318,3,A gentle comedy that renounces the knee-jerk misogyny that characterises so many teen comedies.
2319,3,"Director Paul Cox's unorthodox, abstract approach to the visualization of Nijinsky's diaries is both stimulating and exacting."
2320,1,Less than fresh.
2321,1,"Once again, Some Like It Hot on the Hardwood proves that a man in tow is not a comic in its own right."
2322,2,"After the mainstream robot storms out of the deep shafts of Miramax, ""Waking Up in Reno"" argues strongly for sleeping creatures."
2323,3,"After all, it gets to its core, as a simple self-reflection meditation."
2324,1,"Two kinds of wild animals enter Romeo and Juliet in West Side Story territory, where they just don't have anything to look for."
2325,4,A must-see for fans of well-thought-out war films and for those interested in the sights and sounds of battle.
2326,2,"The film is an unsparing indictment, part of perhaps a surreal campaign to put Kissinger on trial for crimes against humanity."
2327,3,The hotly-contested subject matter of the plot is fading into the background - a welcome step forward for the Sally Jesse Raphael spirit in films such 52 Years a Slave and American Beauty.
2328,3,"There is no bridge, the jokes are, for the most part, really hilarious and both stars are so attractive that they will probably stand a good chance of a Hollywood career if they wish."
2329,1,Empire is not allowed to decide whether it wants to be just a gangster film or a cabaret movie.
2330,4,What a stunningly brilliant and entertaining film this is.
2332,4,"Scooby Doo is certainly what its fans expect from it, and in this sense it is a movie that deserves a recommendation."
2333,0,This franchise has not produced a single good movie.
2334,1,Eight-legged freak?
2335,1,"... a bland, pretentious mess."
2336,1,Love Liza is a terrific film that should have stayed in the festival.
2337,1,Just their complete promise remains a little unfulfilled.
2338,1,A spooky web of demonic acts on the high seas which functions all the better the less the brain is involved in it.
2339,1,"It is a clash between the artificial structure of history and the more contemporary, realistic tone of film..."
2341,2,Far away.
2342,2,"Van Wilder may not be the worst national Nieuwslander, but he's nowhere near the pet of this generation."
2343,1,"Lazy nights and sleepless nights are becoming a more traditional, though restrained form of filming."
2344,1,Seagal is wildly foolish in trying to keep what's left of his choppy glory.
2346,3,And we do not turn away for a moment.
2347,3,"However, it just makes up for what it lacks in absolute novelty."
2348,1,What makes Esther Kahn so demanding is that she acts so reserved that she risks being alone in her work.
2349,1,A mix of striking realism and magical realism with a hard-to-swallow precondition.
2350,3,It's usually a joy to watch.
2351,1,"Off the Hook is too long and not well performed, but writer, producer and general manager Adam Watson is all done with it."
2352,1,"Not only is it ice cold, manipulative and as bland as the milk-dipped wonder bread, it also does the very last thing we need in Hollywood: it preaches."
2353,2,A vital but dramatically charged coming-of-age gay story.
2354,4,"Robert Rodriguez's Spy Kids 2: Island of Lost Dreams, on the other hand, delivers a precision and maturity that is lacking in even most old movies."
2355,3,Director Sam Mendes stars Tom Hanks as a depressed drug dealer in this dark revenge comedy.
2356,1,"And when the casting call for this film ran, it must have read: ""I am looking for someone with acting ambition, but without a sense of pride or shame."""
2358,2,"Tony Gayton's script gives us nothing we've never seen before, but director D.J. Caruso's fierce visual surface and Kilmer's dancing performance add substantially to the pull of gravity."
2359,3,"But for anyone who is interested in the politics of the 1970s, the film is as fascinating as it is flawed."
2360,3,"The film succeeds for a long time with its dark, sensitive treatment of these people and its determination to make them respected."
2361,3,"Merits, earned by trying to be more complex than an average film."
2362,2,"This title track about young Brooklyn jibes is released two years later on a budget, capitalizing on Vin Diesel, Seth Green and Barry Pepper's popularity."
2363,4,It is a glorious spectacle like that of D.W. Griffith from the early silent films.
2364,0,"The aggregate of all fears claims to be a serious investigation of nuclear terrorism, but graphically it is in fact nothing more than a Cold War-incited paranoia."
2365,3,"Sometimes likable, but at least as often meandering, energy-intensive and too eager to be quirky at moments when an old-fashioned storytelling would be useful."
2367,1,"I could have used my two hours better to re-watch ""Being John Malkovich."""
2368,2,Films are made of small moments.
2370,1,Start reading your scripts before you sign that dashed line.
2371,0,"The animation and gaming phenomenon, which peaked around three years ago, is in fact dying a slow death given the poor quality of Pokemon 4 Ever."
2372,1,A thriller without the thrills and a mystery without any pressing questions.
2374,3,The concept is farcical.
2377,0,"An amateurish, quasi improvised acting exercise recorded on Ugly Digital Videos."
2378,3,"Dark and unrepentant, his trip to the epicentre of spreading mental stability does not easily go unnoticed or easily forgotten."
2379,2,Offers good arguments but gives no cause for us to bother outside the most basic dictates of human decency.
2380,0,"It's dark, brooding fehlten slow, and takes its central idea all too seriously."
2381,1,Simply a re-run of the other seven films.
2382,4,"A fascinating look into a sloping world that falters many clichés, and is presented by a group of committed artists."
2383,1,"It stinks, like a damp sack from start to finish."
2384,3,"The movie's showpiece is unambiguously its script, not only for the rhapsody dialogues jumping off the page but for the memorable character-building too."
2385,1,"It is suitable for a history or biographical channel, but in the tone of this film it leaves unpleasant intonations and questions unanswered."
2386,3,"A small downer, and also a 17. bit overdramatic, but it is a beautiful film for those who love to combine their romances with French realism."
2387,3,One cannot deny their seriousness and quality.
2388,4,The pianist -LRB- is a highly hopeful prediction story of the insanity of the war that we have seen today to prevent its tragic waste Johnny Cash
2389,0,"Apart from the husky, unashamed direction, which lurks in the back-row, the dialogue sounds a terrible poetry."
2390,0,"Developing a feel-good fantasy for a vain dictator-manipulEgypt is daunting, to say the least, inappropriate and utterly pointless."
2391,3,Again a love story in a remarkable series of sweeping images from 2002 that made the genre of romance come alive.
2392,3,"Filmmakers David Weissman and Bill Weber profit enormously from the cockettes ""cinematographic madness - not only filming performances, but also doing the same at home."
2394,1,Kim Ki-Deok seems to have in mind at least an emotional young audience who regularly demands shocks and fits of unacceptable sexual violence in order to keep them happy.
2395,0,"Stupid, infantile, redundant, sloppy, coated and amateurish."
2396,2,Takes one character characteristic we don't like and take another that we don't believe and takes it into a will battle that's impossible to care what is less funny.
2398,3,"Insomnia is, in many ways, a usual even predictable remake, but Nolan's screaming undercurrent lends cerebral and cinematic flair to the film - LRB- it -RRB- stimulating depth."
2399,2,"LRB- Crystal and De Niro -RRB- manage to squeeze out good laughs, but not enough to make the silly trump card sing."
2400,1,"Equally unoriginal is the story, recycled more times than I liked."
2401,4,Take a simple premise and take it to unimagined heights.
2402,0,"Totally exaggerated, wildhilft and fully focused on not ignoring something the filmmakers clearly believe to be the greatest musicians of all time."
2403,4,"Wilco is a phenomenal band with such a compelling story, and this story will capture the hearts of many."
2404,1,I've got a confession to make: I don't like E.T. as much as I first imagined as a little boy.
2405,2,"Still, some might not wish that we'd been far less preoccupied with trying to make credible arguments in the afterlife and spending more time with the romantic urgency that lies at the heart of the story."
2407,2,The problems faced by lovers in times of money are hardly time-specific.
2408,1,"The disparate film has its charms and its comic moments, but not enough of them."
2409,2,"Dull and mechanical, almost idle like a museum piece"
2410,2,The film's only missteps are due to the script's insistence on giving Abagnale a deep emotional motivation for every single sex escapade.
2411,4,"In turn, very dark and very funny."
2412,0,"A noisy, ugly, irritating movie, with no discernible purpose in any of its satirical volleys."
2413,3,In visual fertility Treasure Planet competes with some of the finest animations from the past.
2414,1,"But here's a film about it, anyway."
2415,3,"Right in the middle of the action, the script transports Arnold - LRB and audience - RRB - into ""the forbidden zone of sympathy for terrorist motives by presenting the"" other side of history. """""
2416,3,"Faithful without coercion, sad without shrill, ""A Walk to Remember"" succeeds through sincerity."
2417,4,As giddy and scurrilous and topical as it was 270 years ago.
2418,2,"The musicians manage to pronounce KOK exactly as you would expect them to, 病 enabling the performers to use the term Filigree as much as possible."
2419,3,-LRB- At least -RRB- Moore is a real charmer.
2420,3,"It is full of cheesy dialogue but great trash, with which De Palma finally gets back to his cheesy thrillers from the beginning of the eighties."
2421,2,"Sometimes funny, sometimes inspiring, often boring."
2422,1,Reggio and Glass rhapsodize so cynically with repetitions and lingering slo-mo sequences that Glass's Dirgelio score is a popping lullaby.
2423,1,The common sense flies out of the window and the hail of bullets that never seem to hit Sasha.
2424,1,This lean plot feels extremely thinly stretched throughout the almost 80 minutes.
2425,1,"True to its title, it traps viewers in a series of relentlessly vile situations that we would pay a considerable price for not watching it."
2426,1,"Perhaps even the SLC high command would have had a hard time breaking through writer-director Mitch Davis ""wall of kitsch."
2427,2,What is the most positive thing to say about the new Rob Schneider vehicle?
2428,1,One problem with the film directed by Joel Schumacher is that he laments too many pre-made story elements into film time.
2429,3,"For those who like quirky, slightly strange French movies this is a must!"
2431,4,It is a highly entertaining insight into some of the unsung heroes of 20th-century pop music.
2432,3,"Cutting through the emotion, you arrive at an angry painting of a powerful being strangling out life in the minds of those who most want to believe in it."
2433,1,It's bleak.
2434,3,"Could use a little more humanity, but it is never lacking in visual eyecatchers."
2435,2,"With ""Courage,"" the pumpkin struts with its grocer pinned to its lapel, while a green stripe, about a mile wide, decorates its back."
2436,1,"What is urgent, but really lacking, is either a saving dark humour or a sense of poetic tragedy."
2438,3,No doubt the star and everyone else involved got their hearts right.
2439,0,This is standard crime drama cooking... instantly memorable and thoroughly bland.
2440,3,"By the end of the movie, you're definitely convinced these women are spectacular."
2441,4,"A whale that is fun, both for children and parents looking for Christian content."
2442,2,A typical example is Doug Pray's Scratch.
2443,3,"As I tucked into my memories of World War II, I was strangely moved by the cheesiest, most nonsense feat."
2444,0,What would have been acceptable on the printed page of Iles' book doesn't sit well on the big screen.
2445,3,Writer / director Alexander Payne -LRB- Election -RRB- and his co-writer Jim Taylor use their quirky and fearless abilities brilliantly to look the American panic in the eye and laugh at it at the end.
2446,1,The problem with films about angels is that they tend to slide into mazes.
2447,0,Has the feel of a couple of strung together TV episodes.
2449,3,"It is as hard-line as it is unflattering, and it shows a prostitute can be just as lonely and needy of help as all of her suitors."
2450,2,This is a well played but monotonous film.
2451,3,"Funny stuff, yes, but it's more the ""laugh at"" than the ""laugh at"" kind."
2452,4,"A beautiful, timeless, and universal tale of hot passions - jealousy, betrayal, forgiveness, and murder."
2453,0,Crush could be the worst film a man has made about women since Valley of the Dolls.
2454,3,Coppola made a film which is intoxicating and little more.
2455,3,But the actors take a look at it.
2456,2,A charming and funny tale of clashing cultures and a clashing mother-daughter relationship.
2457,3,A film that will inspire the whole family.
2458,3,A harrowing account of a mental breakdown.
2459,2,It focuses on the ordeals that can occur when one leaves the familiar and traverses unknown territory.
2460,2,"The reason for seeing ""Sade"" was the chemistry and the complex relationship between the Marquis - LRB- Auteil -RRB- and Emilie - LRB- Le Besco -RRB-."
2462,3,This is an entertaining yet ultimately entertaining thriller.
2463,4,Intelligent and moving.
2464,3,- LRB- Get out of his oh-so Hollywood triumphs and his conventional direction to give the film a soul and pomposity of good old-fashioned escapism.
2465,3,Phillip Noyce and his actors and camerawoman Christopher Doyle understand the sensitivity of Greene's prose and find expression on the video screen in their version of The Quiet American.
2466,0,"The drama was so uninspiring, even a story of love, lust and sin couldn't get my attention."
2467,3,"And, yes, it is better leaving knowledge of what is happening behind, but wanting to get carried away by the seriousness of the execution and work skills of the actors on a familiar track with a couple of tiny twists."
2468,2,The best movies about drug addiction are normally depressing but rewarding.
2469,3,"Berling and Béart... continue to impress, while Isabelle Huppert... again demonstrates an inordinate skill at getting under the skin of her characters."
2470,2,"Well-meaning, but sluggish."
2471,2,"If Mr Zhang's subject is, at least to some extent, deeply American, his storytelling approach might be deemed to be Iranian."
2472,0,An unfortunate title for a movie which has nothing endearing about it.
2473,4,But even if the highly predictable story loses its appeal the Treasure 't Planet is actually gorgeous to see.
2474,0,"A profoundly stupid affair, peopled in their hackneyed, abusive storyline by cardboard characters and performers who put money over credibility."
2475,2,"A pleasure of Walters documentary... is the parade of old-established painters, confusing dealers, and various Bohro actors who speak about the mysterious personality of the subject without ever explaining it."
2476,2,"""What really happened?"""
2477,1,Just send it to Cranky.
2478,1,He thinks the film is as much about him as it is about the issue.
2479,1,"... while certainly smart in some ways, this too-long creepy update of Shakespeare's Macbeth won't lead to a highly praised ""invention."""
2480,2,... unforgettably pleasant from start to finish.
2481,3,"Nick refuses to see Slackers as another teen flick, meaning he is frequently cashed in to coy fans of the 70th anniversary comedy."
2482,1,"If I want a real movie, I buy the Criterion DVD."
2483,2,But it doesn't take Gangs of New York to do that.
2484,1,"In some cases, even the deer mother dies."
2485,2,"The film is a masterpiece of nuance and characterisation, which is only marred at the end by some inexplicable, completely distracting mishap."
2486,3,"If the comment function of Nachtwey plays a central role, it is nevertheless the image that makes this picture intimate."
2487,4,It's a thought-provoking picture.
2488,3,Numerous ministers and biblical study groups will receive hours of material for discussion.
2489,3,"Perhaps it is this adorable skirmish between Chaplin and Kidman that not only ticks, but buzzes that beautiful clock."
2490,2,"One does not exactly know what is happening, but one is completely exhausted."
2492,1,"Too cute the young stars, too manipulative the story and the coming complications, too crass the message, too comfortable the intentions."
2493,1,"If your scope is illusion versus reality, surely reality has at least some semblance of reality to it?"
2494,4,This is a film full of grace and ultimately hope.
2495,4,"In much of its material, the new thriller demonstrates that 'director M Night Shyamalan' has a spooky magic and Mel Gibson can wheeze, shake and shake without losing his machismo."
2496,3,"It is funny, as the old saying goes, because it is true."
2497,1,"Just a series of stale gags, with little impact and little bite."
2498,3,"Human nature is a movie, in the ways Malkovich was, but there are too many attempts."
2500,1,He's not good with people.
2501,1,But this is not the cross-genre film: Robby Beck has had a hype doing it because of his acting chops and keeping too far at a distance.
2502,3,"Even if it is filmed with little style, Skins is heart-wrenching and painfully genuine."
2503,3,"With a handful of virtuoso set pieces and a fair amount of trashy, diaper-soft fun."
2504,4,These people will really love the piano teacher.
2505,1,Shafer's film does not have much in terms of plot or performance.
2506,2,An image as unpredictable as its central character.
2507,1,"Two major things are missing -- whatever is reaching for an inner kick, and whatever is going for it is a vague reason to sit it all out."
2508,2,"You mme to mention that if you see this movie in IMAX format, the more familiar you will be with the smallest detail of Tom Hanks ""face than his wife."
2509,2,"Lan Yu is certainly a worthy melodrama, but it does not extend even the greatness that Happy Together shoots for -LRB- and misses for -RRB-."
2510,1,"This film begins like Heathers, then brings it on, and is left unattended."
2512,0,What is certain is that it finishes off with nothing nearly fun or creepy.
2513,0,"Independent or otherwise, it's hard to see a current film causing such a fuss as this one."
2514,1,"It's all sophisticated and jazzy, people sitting together, staring and turning away rather than talking basically, and it's all about the silence and who cares."
2515,3,"Efficient, appropriately anonymous refrigeration system."
2516,1,If you ☰ e need a cube solution - it is not worth waiting any longer - you need to visit the hairdresser again.
2518,0,Men in Black II achieves ultimate irrelevance: it is the sci-fi comedy extravaganza as a whip-Bolling epic.
2519,2,"In the end, though, it's only moderately funny, if it could have been so much more."
2520,3,"While the creative animation work may not be as perfect as Pixar editorial, there are equally impressive returns from light effects and innovative backgrounds."
2521,4,"Diane Lane performs a minor miracle in ""Unfaithful."""
2522,4,"... a shameful grunt, hilariously nasty black comedy..."
2523,1,Works in the conception better than in the execution... looks in the end unfortunately simply somewhat too clever.
2524,1,"Imagine what New Best Friend has not, starting with a little renunciation of a script."
2525,1,"The strange thing about The Santa Clause 2, supposedly a children's movie, is that there's nothing in the film that could involve children emotionally."
2526,2,"Denis forges a razor-sharp tuning clinic out of class theory - based 蝸 on anger and sisterly obsession - that rings with cultural, sexual, and social strife."
2527,3,"It may not be a big cut of the rest, but I've liked the barbershop."
2528,3,But the concentration is worth it.
2529,1,A missed opportunity.
2530,3,"Although Olivier Assayas ""elegantly acted period drama does occasionally delve into the scope of its three-hour running time like an all-too-conscientious adaptation, it's almost two hours."
2531,2,"While this gentle, stirring melodrama is causing jubilation, it is too quiet and introspective to address a broader audience than it is able to reach a niche audience."
2532,1,And people make fun of me because I like showgirls.
2533,3,Stage-by-frame prepares impressively to tell the complicated story of the war and focus the background.
2535,0,Hollywood Ending is the most disappointing Woody Allen film ever.
2536,4,"Throw in enough clever, unexpected twists to make the formula feel fresh."
2537,2,"The plan to turn ""Enough"" into an inspiring survival story is revolving around the heartbreaking tension of a classy psychological thriller."
2538,0,"Stealing Harvard, which looks like a vehicle to demonstrate the Canadian's unreasonable nature, this risky war is a smorgasbord of solis about nothing supplied by the former Mr. Drew Barrymore."
2539,4,"It's a powerful flawed movie that's sure to leave you with a lump on your throat, while Washington is acknowledged as perhaps the best actor in movies today."
2541,1,Pretty familiar.
2542,1,Episode II - Attack of the Clones is a technical exercise lacking in juice and fun.
2543,1,"If you were watching it on TV, you'd probably turn it off because you're convinced you've seen the movie already."
2544,0,A daft horror movie based on a story in which the force of extreme gore is replaced by tension.
2546,3,"If you think you've had late nuptials, it throws you into an infinite loop."
2547,0,The film is so bad that it doesn't enhance the experience of staring at an unplayable screen.
2548,4,A gripping film that shows an American tragedy.
2549,4,"A touching drama about elderly people and grief, with a performance by Michel Piccoli."
2550,2,"... would be a total disaster, if there weren't two side performances on the fringes of the film."
2551,2,"For single digits, Stuart Little 2 is still a no brainer."
2552,2,"'The movie is crude, straight-talking and deadly, an unnatural calm that's occasionally shaken by... tantrums and then violent jealousy. '"
2553,1,"The figures, cast in incredibly constructed situations, are completely alienated from reality."
2554,0,"Lazy, wretched and complacent."
2555,2,"Ice Age is the first computer generated animation film to feel like other movies, and it aware of that early on."
2556,1,"Unless you're an absolute Star Wars junkie, that's not fun."
2557,0,This is a very bad action film because there is not much interest and the spectacle is grotesque and boring.
2558,3,Charlotte is sometimes a gem.
2559,3,Catch them... if you can!
2560,0,"A failure as a dystopian film, as a retooling of Fahrenheit 451, and even as a rip-off of The Matrix."
2561,2,"Their nightmares, on the other hand, are far from settled."
2562,2,And yet another crying South drill.
2564,2,You just know something terrible is going to happen.
2565,3,"Slit-eared, sophisticated and surprising."
2566,0,That is a missed opportunity - a lunar mission with no signs of life.
2567,0,"To put it mildly: We're back into all-of-me territory, and, strictly speaking, Schneider is no Steve Martin."
2568,1,"A well-shot but preposterous, ankle-deep < p > epic."
2569,2,"Dong shows how intolerance has the power to deform families, and then to break them apart."
2570,4,"The two leading actors, almost perfect in their roles, bring heart and reality that carry the film along and in places elevate it into a superior police drama."
2571,0,"t very entertaining: The bad sound, the lack of climax and the worst bit about it, such as Seinfeld -LRB-, who is also one of the producers of the film -RRB- Gewinn durch verschiedene wie gute Guy."
2572,1,The downfall of the film is that it replaces the plot with the personality.
2573,3,The Hours is a truly impressive film that repeatedly pours itself into every shot despite a torrent of grief.
2575,2,"The cast is long, but de Broca showed little enthusiasm for such antique pulp."
2576,3,LRB- It's -RRB- A clever tale with enough unexpected twists to keep us interested.
2577,4,"A passion-craving film, determined to reveal the truth and, hopefully, inspire action."
2578,3,"The movie's strength lies not in its details but the overall picture it paints - of a culture at Damascus at odds with itself, a thin facade of nationalism masking our deepest fears, soaked by the media."
2579,2,"It plays like a high-budget special after school, with a generous cast that at times lifts the story from its well-meaning muddle."
2580,3,"This sharp and quick documentation is both witty and trenchant, and it shines a light on an era of highly dramatic comedy that may have been a thing of the past but that still does not really exist."
2581,3,This is one of those rare documentaries that paints a grand picture of Krieger's era and helps make the journey feel like a celebration.
2582,1,Adam Sandler's 8 Crazy Ancelotti is 75 wasted minutes Sandler as the voiceover hero in Columbia Pictures' perverse idea to play in an animated holiday movie.
2583,0,"It is messy, outrageous, incomprehensible, vicious and absurd."
2584,1,Then you get another phone call that warns you of the terrible delay if the video 芫will not be posted before midnight.
2585,1,"If someone puts an ""honor"" on their CV in the future, ""it will be much funnier than anything else in the film..."
2586,2,"A subtle portrait of the failure of a young woman, but the film does cause some irritation."
2587,1,How do you shoot a film with depth about a person you don't have at all?
2588,0,Adam Sandler's Eight Crazy Nights Flat Over You Like a Rash
2589,3,"The film is remarkable, even if only in its execution, for its sheer boldness and frankness."
2590,3,"For those looking for something else, Wendigo is a bone dry story."
2591,3,The Stopping offers thundering domestic dramas with a dash of dark humour.
2592,1,"Russell lacks the visual clout, comic touch and possibly the budget for Summers ""title-hosting wrangles."
2593,3,"""Cover up silver bullets for director Neil Marshall's intense freight train of a film."""
2595,3,It's not nearly as ghastly as you'd expect.
2596,2,"Wins my vote for ""The 2002 Enemy of Cinema."""
2597,1,"Massacres like in ""Matrix"" happen time and again, but the film finds it harder to strike a balance between violence and a Kafka-inspired philosophy."
2599,0,"He's a tired, predictable man whose destructive tendencies border on offensive, time-wasting, money-making and celluloid."
2600,0,It was largely a poor script that did not support the epic scenario.
2601,2,"The images are usually abbreviated in favor of this pasty plainliness and telegraphed pathos, just where Whitaker's peculiar artist is concerned."
2602,0,"Rob Schneider's infantile crossover routines fill The Hot Chick, the latest gag by this unimaginative comedian."
2603,1,Snow Dogs finds its humor in a black man humiliated by a pack cleverer than him
