Id,Category,Sentence,b_pred,e_pred,l_pred
5266,4,"The best didacticism is one carried by a strong sense of humanism , and Bertrand Tavernier 's oft-brilliant Safe Conduct -LRB- `` Laissez-passer '' -RRB- wears its heart on its sleeve .",4,3,4
5278,4,"A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic .",4,3,4
5294,4,"The determination of Pinochet 's victims to seek justice , and their often heartbreaking testimony , spoken directly into director Patricio Guzman 's camera , pack a powerful emotional wallop .",4,3,4
5299,4,"The story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is .",4,3,4
5321,4,Nicole Kidman makes it a party worth attending .,4,3,4
5345,4,"In addition to Hoffman 's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday .",4,3,4
5353,2,A rather average action film that benefits from several funny moments supplied by Epps .,2,1,2
5354,4,Chamber of Secrets will find millions of eager fans .,4,3,4
5392,2,"Call this The Full Monty on ice , the underdog sports team formula redux .",2,3,2
5418,4,"Gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",4,3,4
5480,4,Spielberg 's realization of a near-future America is masterful .,4,3,4
5492,4,I am highly amused by the idea that we have come to a point in society where it has been deemed important enough to make a film in which someone has to be hired to portray Richard Dawson .,4,1,4
5493,0,Epps has neither the charisma nor the natural affability that has made Tucker a star .,0,1,0
5496,2,"Old people will love this movie , and I mean that in the nicest possible way : Last Orders will touch the heart of anyone old enough to have earned a 50-year friendship .",2,3,2
5513,0,"The issues are presented in such a lousy way , complete with some of the year 's -LRB- unintentionally -RRB- funniest moments , that it 's impossible to care .",0,1,0
5522,1,Uzumaki 's interesting social parallel and defiant aesthetic seems a prostituted muse ...,1,2,1
5526,0,"I 'm not sure which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening , but it 's stupid .",0,1,0
5549,0,The Ya-Ya 's have many secrets and one is - the books are better .,0,3,0
5558,4,Really quite funny .,4,3,4
5578,0,"I liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere .",0,1,0
5618,4,A knowing sense of humor and a lot of warmth ignite Son of the Bride .,4,3,4
5633,4,He makes you realize that deep inside righteousness can be found a tough beauty .,4,3,4
5693,1,"But first , you have to give the audience a reason to want to put for that effort",1,3,1
5696,4,"More than their unique residences , Home Movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .",4,3,4
5712,2,"Qutting may be a flawed film , but it is nothing if not sincere .",2,3,2
5715,0,"It 's a feel-bad ending for a depressing story that throws a bunch of hot-button items in the viewer 's face and asks to be seen as hip , winking social commentary .",0,1,0
5780,3,There 's a part of us that can not help be entertained by the sight of someone getting away with something .,3,2,3
5799,2,"Tom Green and an Ivy League college should never appear together on a marquee , especially when the payoff is an unschooled comedy like Stealing Harvard , which fails to keep 80 minutes from seeming like 800 .",2,1,2
5805,4,"You 're not merely watching history , you 're engulfed by it .",4,3,4
5810,4,It 's a feel-good movie about which you can actually feel good .,4,3,4
5832,3,Rehearsals are frequently more fascinating than the results .,3,1,3
5836,0,A fifty car pileup of cliches .,0,1,0
5847,2,` Would n't it be nice if all guys got a taste of what it 's like on the other side of the bra ? ',2,3,2
5861,4,"This is an exercise in chilling style , and Twohy films the sub , inside and out , with an eye on preserving a sense of mystery .",4,3,4
5875,4,"The first Tunisian film I have ever seen , and it 's also probably the most good-hearted yet sensual entertainment I 'm likely to see all year .",4,3,4
5894,4,"Seems based on ugly ideas instead of ugly behavior , as Happiness was ... Hence , Storytelling is far more appealing .",4,1,4
5933,4,"And thanks to Kline 's superbly nuanced performance , that pondering is highly pleasurable .",4,3,4
5935,2,The movie is obviously a labour of love so Howard appears to have had free rein to be as pretentious as he wanted .,2,3,2
5961,1,"Neither as scary-funny as Tremors nor demented-funny as Starship Troopers , the movie is n't tough to take as long as you 've paid a matinee price .",1,2,1
6025,2,Let 's hope not .,2,1,2
6028,2,"Although tender and touching , the movie would have benefited from a little more dramatic tension and some more editing .",2,3,2
6065,2,"The Emperor 's Club is one of those films that possesses all the good intentions in the world , but ...",2,1,2
6078,2,"A canny , derivative , wildly gruesome portrait of a London sociopath who 's the scariest of sadists .",2,3,2
6172,0,"The movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension .",0,1,0
6207,0,"Unspeakable , of course , barely begins to describe the plot and its complications .",0,1,0
6219,2,"A fine film , but it would be a lot better if it stuck to Betty Fisher and left out the other stories .",2,1,2
6296,0,"There is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract .",0,1,0
6299,0,Makes 98 minutes feel like three hours .,0,1,0
6319,4,The lively appeal of The Last Kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .,4,3,4
6343,2,Weiss and Speck never make a convincing case for the relevance of these two 20th-century footnotes .,2,1,2
6381,2,Simply does n't have sufficient heft to justify its two-hour running time .,2,1,2
6398,0,"The action scenes have all the suspense of a 20-car pileup , while the plot holes are big enough for a train car to drive through -- if Kaos had n't blown them all up .",0,1,0
6432,0,This thing works on no level whatsoever for me .,0,1,0
6436,1,"This tale has been told and retold ; the races and rackets change , but the song remains the same .",1,2,1
6472,2,The movie plays up the cartoon 's more obvious strength of snazziness while neglecting its less conspicuous writing strength .,2,1,2
6486,1,"With the dog days of August upon us , think of this dog of a movie as the cinematic equivalent of high humidity .",1,3,1
6544,2,"When you think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble : He 's the con , and you 're just the mark .",2,1,2
6545,4,"A simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm .",4,3,4
6547,2,The most ill-conceived animated comedy since the 1991 dog Rover Dangerfield .,2,1,2
6577,0,It 's so devoid of joy and energy it makes even Jason X ... look positively Shakesperean by comparison .,0,1,0
6588,4,A film that begins with the everyday lives of naval personnel in San Diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times I saw the film .,4,3,4
6622,2,"Unintelligible , poorly acted , brain-slappingly bad , Harvard Man is ludicrous enough that it could become a cult classic .",2,1,2
6661,2,"The sequel is everything the original was not : contrived , overblown and tie-in ready .",2,1,2
6663,4,"It 's all about Anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect .",4,3,4
6829,4,"The production has been made with an enormous amount of affection , so we believe these characters love each other .",4,3,4
6923,2,"fast , frantic and fun , but also soon forgotten",2,3,2
6931,3,"It 's excessively quirky and a little underconfident in its delivery , but otherwise this is the best ` old neighborhood ' project since Christopher Walken kinda romanced Cyndi Lauper in The Opportunists .",3,2,3
6966,0,"A lot of talent is wasted in this crass , low-wattage endeavor .",0,1,0
6981,2,"If there ai n't none , you have a problem .",2,1,2
7005,0,Feels more like a rejected X-Files episode than a credible account of a puzzling real-life happening .,0,1,0
7027,0,"Of all the Halloween 's , this is the most visually unappealing .",0,1,0
7030,1,Thoroughly engrossing and ultimately tragic .,1,4,1
7032,4,"Whatever one makes of its political edge , this is beautiful filmmaking from one of French cinema 's master craftsmen .",4,3,4
7109,0,"As pure over-the-top trash , any John Waters movie has it beat by a country mile .",0,1,0
7124,0,"It 's possible that something hip and transgressive was being attempted here that stubbornly refused to gel , but the result is more puzzling than unsettling .",0,1,0
7144,2,Feels untidily honest .,2,3,2
7154,4,-- but it makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while .,4,3,4
7174,4,One of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .,4,3,4
7206,0,One of those strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .,0,1,0
7211,3,"This is a dark , gritty , sometimes funny little gem .",3,4,3
7253,1,"The film has a kind of hard , cold effect .",1,3,1
7288,2,Ali 's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .,2,1,2
7309,3,"An engaging , formulaic sports drama that carries a charge of genuine excitement .",3,4,3
7330,3,Wise and deadpan humorous .,3,4,3
7346,4,"Special P.O.V. camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense IMAX screen .",4,3,4
7383,1,"hard as this may be to believe , Here on Earth , a surprisingly similar teen drama , was a better film .",1,2,1
7458,0,Should have gone straight to video .,0,1,0
7483,2,Does little to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of Richard Nixon .,2,1,2
7493,2,"If legendary shlockmeister Ed Wood had ever made a movie about a vampire , it probably would look a lot like this alarming production , adapted from Anne Rice 's novel The Vampire Chronicles .",2,1,2
7521,2,"In a 102-minute film , Aaliyah gets at most 20 minutes of screen time .",2,1,2
7540,4,"A beautiful , entertaining two hours .",4,3,4
7550,4,"This makes Minority Report necessary viewing for sci-fi fans , as the film has some of the best special effects ever .",4,3,4
7595,3,Too clever by about nine-tenths .,3,1,3
7596,2,A life-size reenactment of those Jack Chick cartoon tracts that always ended with some hippie getting tossed into the lake of fire .,2,1,2
7602,2,The whole affair is as predictable as can be .,2,1,2
7669,2,Although it does n't always hang together -- violence and whimsy do n't combine easily -- `` Cherish '' certainly is n't dull .,2,3,2
7683,4,A must see for all sides of the political spectrum,4,3,4
7693,4,"A miraculous movie , I 'm Going Home is so slight , yet overflows with wisdom and emotion .",4,3,4
7697,3,"While not quite `` Shrek '' or `` Monsters , Inc. '' , it 's not too bad .",3,2,3
7705,2,Those of you who do n't believe in Santa Claus probably also think that sequels can never capture the magic of the original .,2,1,2
7706,2,I was sent a copyof this film to review on DVD .,2,3,2
7710,4,"I stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights .",4,3,4
7753,3,"Exactly what its title implies : lusty , boisterous and utterly charming .",3,4,3
7759,3,It thankfully goes easy on the reel\/real world dichotomy that -LRB- Jaglom -RRB- pursued with such enervating determination in Venice\/Venice .,3,2,3
7826,4,The film has a terrific look and Salma Hayek has a feel for the character at all stages of her life .,4,3,4
7837,0,The only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,0,1,0
7850,4,"insightfully written , delicately performed",4,3,4
7865,4,A well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone .,4,3,4
7873,0,"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping .",0,1,0
7890,2,This version of H.G. Wells ' Time Machine was directed by H.G. Wells ' great-grandson .,2,3,2
7909,2,Wobbly Senegalese updating of `` Carmen '' which is best for the stunning star turn by Djeinaba Diop Gai,2,3,2
7932,2,"In many ways , reminiscent of 1992 's Unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",2,3,2
7946,0,"No amount of arty theorizing -- the special effects are ` German-Expressionist , ' according to the press notes -- can render it anything but laughable .",0,1,0
7993,2,"Brown 's saga , like many before his , makes for snappy prose but a stumblebum of a movie .",2,1,2
8027,2,But fans of the show should not consider this a diss .,2,3,2
8049,4,"Twenty years after its first release , E.T. remains the most wondrous of all Hollywood fantasies -- and the apex of Steven Spielberg 's misunderstood career .",4,3,4
8139,4,"Brash , intelligent and erotically perplexing , Haneke 's portrait of an upper class Austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt .",4,3,4
8159,2,Hey Arnold !,2,3,2
8173,2,"With three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it 's enough to make you wish Jacquot had left well enough alone and just filmed the opera without all these distortions of perspective .",2,3,2
8197,2,"Witherspoon puts to rest her valley-girl image , but it 's Dench who really steals the show .",2,3,2
8216,1,"By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .",1,3,1
8219,2,"Oh , and Booty Call .",2,3,2
8243,4,"In addition to gluing you to the edge of your seat , Changing Lanes is also a film of freshness , imagination and insight .",4,3,4
8250,0,Why spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?,0,1,0
8334,0,"A movie more to be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing Muzak and a cushion of predictable narrative rhythms .",0,1,0
8339,2,"It is not what you see , it is what you think you see .",2,1,2
8346,2,"I 'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes .",2,3,2
8402,0,"Not counting a few gross-out comedies I 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .",0,1,0
8403,2,This new Time Machine is hardly perfect ... yet it proves surprisingly serviceable .,2,3,2
8424,1,Time of Favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation .,1,2,1
8431,0,"Offers no new insight on the matter , nor do its characters exactly spring to life .",0,1,0
8434,4,"This is an extraordinary film , not least because it is Japanese and yet feels universal .",4,3,4
8520,2,meanders between its powerful moments .,2,3,2
8523,3,"Muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble .",3,1,3
8544,2,"A slight and obvious effort , even for one whose target demographic is likely still in the single digits , age-wise .",2,1,2
8588,0,We do n't get paid enough to sit through crap like this .,0,1,0
8606,2,Or that the battery on your watch has died .,2,1,2
8647,0,"It 's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .",0,1,0
8667,1,"Feels like the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he realizes , just wants to be liked by the people who can still give him work .",1,2,1
8674,2,"Works because we 're never sure if Ohlinger 's on the level or merely a dying , delusional man trying to get into the history books before he croaks .",2,1,2
8783,2,Hilarious musical comedy though stymied by accents thick as mud .,2,1,2
8784,2,"Although melodramatic and predictable , this romantic comedy explores the friendship between five Filipino-Americans and their frantic efforts to find love .",2,3,2
8788,0,This thing is just garbage .,0,1,0
8801,4,Begins like a docu-drama but builds its multi-character story with a flourish .,4,3,4
8817,4,"There are n't too many films that can be as simultaneously funny , offbeat and heartwarming -LRB- without a thick shmear of the goo , at least -RRB- , but `` Elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases .",4,3,4
8821,2,"One of those based-on-truth stories that persuades you , with every scene , that it could never really have happened this way .",2,3,2
8822,2,Wait for pay per view or rental but do n't dismiss BarberShop out of hand .,2,1,2
8824,2,Matches neorealism 's impact by showing the humanity of a war-torn land filled with people who just want to live their lives .,2,3,2
8843,3,They can and will turn on a dime from oddly humorous to tediously sentimental .,3,2,3
8886,0,"We never truly come to care about the main characters and whether or not they 'll wind up together , and Michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest .",0,1,0
8936,2,"It pulls the rug out from under you , just when you 're ready to hate one character , or really sympathize with another character , something happens to send you off in different direction .",2,1,2
8970,0,The first Fatal Attraction was vile enough .,0,1,0
9015,1,"I walked away not really know who `` they '' were , what `` they '' looked like .",1,2,1
9036,1,A rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children 's television .,1,3,1
9039,3,Among the many pleasures are the lively intelligence of the artists and their perceptiveness about their own situations .,3,4,3
9086,3,"Could have been crisper and punchier , but it 's likely to please audiences who like movies that demand four hankies .",3,2,3
9089,4,Eric Schweig and Graham Greene both exude an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters .,4,3,4
9099,0,"An awful lot like one of -LRB- Spears ' -RRB- music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .",0,1,0
9116,1,"If you want a movie time trip , the 1960 version is a far smoother ride .",1,3,1
9123,2,"The band performances featured in Drumline are red hot ... -LRB- but -RRB- from a mere story point of view , the film 's ice cold .",2,1,2
9147,0,"... has about 3\/4th the fun of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity .",0,1,0
9152,2,Like other great documentaries ... this goes after one truth -LRB- the Ford administration 's complicity in tearing ` orphans ' from their mothers -RRB- and stumbles upon others even more compelling .,2,3,2
9214,4,Arguably the best script that Besson has written in years .,4,3,4
9274,1,"With more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man 's monster movie .",1,2,1
9283,4,"-LRB- Kline 's -RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and as a flawed human being who ca n't quite live up to it .",4,3,4
9288,4,"Nair 's cast is so large it 's Altman-esque , but she deftly spins the multiple stories in a vibrant and intoxicating fashion .",4,3,4
9309,2,"I had more fun with Ben Stiller 's Zoolander , which I thought was rather clever .",2,3,2
9323,2,"Somewhere in the middle , the film compels , as Demme experiments he harvests a few movie moment gems , but the field of roughage dominates .",2,3,2
9331,0,To call this film a lump of coal would only be to flatter it .,0,1,0
9355,1,"Chen films the resolutely downbeat Smokers Only with every indulgent , indie trick in the book .",1,2,1
9357,4,This beautifully animated epic is never dull .,4,3,4
9382,2,"With a confrontational stance , Todd Solondz takes aim on political correctness and suburban families .",2,3,2
9384,4,"Tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer Hilary Birmingham .",4,3,4
9421,0,"... a cheap , ludicrous attempt at serious horror .",0,1,0
9583,2,"Director Kevin Bray excels in breaking glass and marking off the `` Miami Vice '' checklist of power boats , Latin music and dog tracks .",2,3,2
9651,3,-LRB- Barry -RRB- gives Assassin a disquieting authority .,3,2,3
9657,2,"If Borstal Boy is n't especially realistic , it is an engaging nostalgia piece .",2,3,2
9677,4,Jeffrey Tambor 's performance as the intelligent jazz-playing exterminator is Oscar-worthy .,4,3,4
9692,0,This strenuously unfunny Showtime deserves the hook .,0,1,0
9738,4,"Nicole Holofcener 's Lovely and Amazing , from her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style .",4,3,4
9773,4,I love the robust middle of this picture .,4,3,4
9777,2,It 's difficult to discern if this is a crazy work of disturbed genius or merely 90 minutes of post-adolescent Electra rebellion .,2,1,2
9796,0,The disjointed mess flows as naturally as Jolie 's hideous yellow ` do .,0,1,0
9824,1,Lame Sweet Home leaves no Southern stereotype unturned .,1,3,1
9837,2,"A highly personal look at the effects of living a dysfunctionally privileged lifestyle , and by the end , we only wish we could have spent more time in its world .",2,3,2
9872,2,Grainy photography mars an otherwise delightful comedy of errors .,2,1,2
9878,2,"Red Dragon is less baroque and showy than Hannibal , and less emotionally affecting than Silence .",2,1,2
9896,2,A thought-provoking look at how Western foreign policy - however well intentioned - can wreak havoc in other cultures .,2,3,2
9926,4,Mike Leigh populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life,4,3,4
9927,1,"The movie spends more time with Schneider than with newcomer McAdams , even though her performance is more interesting -LRB- and funnier -RRB- than his .",1,2,1
9928,2,The plot 's clearly mythic structure may owe more to Disney 's strong sense of formula than to the original story .,2,1,2
9930,2,"A minor work yet there 's no denying the potency of Miller 's strange , fleeting brew of hopeful perseverance and hopeless closure .",2,3,2
9954,1,"Never does `` Lilo & Stitch '' reach the emotion or timelessness of Disney 's great past , or even that of more recent successes such as `` Mulan '' or `` Tarzan . ''",1,2,1
9974,4,"Sillier , cuter , and shorter than the first -LRB- as best I remember -RRB- , but still a very good time at the cinema .",4,3,4
9978,4,"It 's a wonderful , sobering , heart-felt drama .",4,3,4
10047,1,"Contains the humor , characterization , poignancy , and intelligence of a bad sitcom .",1,3,1
10074,2,"The power of this script , and the performances that come with it , is that the whole damned thing did n't get our moral hackles up .",2,3,2
10079,0,There 's surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits .,0,1,0
10135,3,Its almost too-spectacular coastal setting distracts slightly from an eccentric and good-naturedly aimless story .,3,1,3
10142,0,"A depraved , incoherent , instantly disposable piece of hackery .",0,1,0
10157,4,"I was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .",4,3,4
10162,2,"`` 13 Conversations '' holds its goodwill close , but is relatively slow to come to the point .",2,1,2
10186,4,Renner carries much of the film with a creepy and dead-on performance .,4,3,4
10206,0,Get out your pooper-scoopers .,0,1,0
10219,1,"Stripped almost entirely of such tools as nudity , profanity and violence , LaBute does manage to make a few points about modern man and his problematic quest for human connection .",1,3,1
10229,0,... pays tribute to heroes the way Julia Roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .,0,1,0
10291,4,"It 's a hoot watching The Rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire !",4,3,4
10300,2,"The movie ultimately relies a bit too heavily on grandstanding , emotional , Rocky-like moments ... but it 's such a warm and charming package that you 'll feel too happy to argue much .",2,3,2
10303,2,"The doofus-on - the-loose banter of Welcome to Collinwood has a cocky , after-hours loopiness to it .",2,3,2
10308,2,"It 's all gratuitous before long , as if Schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .",2,1,2
10313,2,Confounding because it solemnly advances a daringly preposterous thesis .,2,1,2
10315,0,"Obvious , obnoxious and didactic burlesque .",0,1,0
10335,4,"If you can get past the taboo subject matter , it will be well worth your time .",4,3,4
10337,2,"` All in all , Reign of Fire will be a good -LRB- successful -RRB- rental . '",2,3,2
10339,2,"The film 's best trick is the way that it treats conspiracy as a kind of political Blair Witch , a monstrous murk that haunts us precisely because it can never be seen .",2,3,2
10360,4,Even better than the first one !,4,3,4
10407,2,"I 'm not saying that Ice Age does n't have some fairly pretty pictures , but there 's not enough substance in the story to actually give them life .",2,1,2
10445,2,"The sight of the name Bruce Willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind -- maybe too much .",2,1,2
10510,0,"Boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect .",0,1,0
10511,2,An exhilarating serving of movie fluff .,2,3,2
10548,2,"They 're going through the motions , but the zip is gone .",2,1,2
10558,4,The Pianist is Polanski 's best film .,4,3,4
10617,4,One regards Reign of Fire with awe .,4,3,4
10619,4,Amazing !,4,3,4
10622,0,Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .,0,1,0
10637,0,"Certain to be distasteful to children and adults alike , Eight Crazy Nights is a total misfire .",0,1,0
10648,0,Characterisation has been sacrificed for the sake of spectacle .,0,1,0
10652,4,Steven Spielberg brings us another masterpiece,4,3,4
10653,4,"Fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",4,3,4
10664,0,The thing just never gets off the ground .,0,1,0
10692,4,Rifkin 's references are ... impeccable throughout .,4,3,4
10708,4,"As quiet , patient and tenacious as Mr. Lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline .",4,3,4
10721,4,"Stanley Kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe .",4,3,4
10749,4,"It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",4,3,4
10779,0,"The title , alone , should scare any sane person away .",0,1,0
10783,2,"Halloween : Resurrection is n't exactly quality cinema , but it is n't nearly as terrible as it cold have been .",2,1,2
10810,2,"Well-meaning to a fault , Antwone Fisher manages the dubious feat of turning one man 's triumph of will into everyman 's romance comedy .",2,3,2
10821,0,"A depressingly retrograde , ` post-feminist ' romantic comedy that takes an astonishingly condescending attitude toward women .",0,1,0
10829,3,An old-fashioned drama of substance about a teacher 's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue .,3,1,3
10832,1,The movie 's vision of a white American zealously spreading a Puritanical brand of Christianity to South Seas islanders is one only a true believer could relish .,1,3,1
10847,3,"An unflinching , complex portrait of a modern Israel that is rarely seen on-screen .",3,4,3
10915,0,"The movie has a script -LRB- by Paul Pender -RRB- made of wood , and it 's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositions .",0,2,0
10934,0,But the movie that does n't really deliver for country music fans or for family audiences,0,1,0
10945,4,It 's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .,4,3,4
10946,4,"Poignant and moving , A Walk to Remember is an inspirational love story , capturing the innocence and idealism of that first encounter .",4,3,4
10953,4,"Humorous and heartfelt , Douglas McGrath 's version of ` Nicholas Nickleby ' left me feeling refreshed and hopeful .",4,3,4
10959,0,"So muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style .",0,1,0
11002,3,"George Clooney , in his first directorial effort , presents this utterly ridiculous shaggy dog story as one of the most creative , energetic and original comedies to hit the screen in years .",3,4,3
11010,1,Boyd 's screenplay -LRB- co-written with Guardian hack Nick Davies -RRB- has a florid turn of phrase that owes more to Guy Ritchie than the Bard of Avon .,1,3,1
11058,2,"Rob Schneider , Dana Carvey and Sarah Michelle Gellar in The Philadelphia Story ?",2,3,2
11061,2,Nachtwey clears the cynicism right out of you .,2,3,2
11076,2,It 's too bad that the rest is n't more compelling .,2,1,2
11080,2,But I do .,2,3,2
11095,0,The problem is that it is one that allows him to churn out one mediocre movie after another .,0,1,0
11106,2,A dopey movie clothed in excess layers of hipness .,2,1,2
11114,0,There 's only one way to kill Michael Myers for good : stop buying tickets to these movies .,0,1,0
11171,4,"That rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults .",4,3,4
11174,4,"All in all , Brown Sugar is a satisfying well-made romantic comedy that 's both charming and well acted .",4,3,4
11223,2,The movie is essentially a series of fleetingly interesting actors ' moments .,2,1,2
11253,4,"It 's a lovely , sad dance highlighted by Kwan 's unique directing style .",4,3,4
11271,4,"The problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .",4,3,4
11297,2,"Cockettes has the glorious , gaudy benefit of much stock footage of Those Days , featuring all manner of drag queen , bearded lady and lactating hippie .",2,3,2
11344,4,"A must for fans of British cinema , if only because so many titans of the industry are along for the ride .",4,3,4
11427,4,The script by David Koepp is perfectly serviceable and because he gives the story some soul ... he elevates the experience to a more mythic level .,4,3,4
11471,2,The party scenes deliver some tawdry kicks .,2,1,2
11518,0,Not at all clear what it 's trying to say and even if it were -- I doubt it would be all that interesting .,0,1,0
11529,1,Imagine Susan Sontag falling in love with Howard Stern .,1,2,1
