Id,Category,Sentence,b_pred,e_pred,l_pred
5202,3,An ingenious and often harrowing look at damaged people and how families can offer either despair or consolation .,3,3,3
5248,1,"Whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet T-shirt and shower scenes .",1,1,1
5268,1,A well-crafted letdown .,1,1,1
5318,3,"It may not be particularly innovative , but the film 's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding .",3,3,3
5331,3,"-LRB- Sports -RRB- admirable energy , full-bodied characterizations and narrative urgency .",3,3,3
5361,3,"A wonderful , ghastly film .",3,3,3
5420,3,What 's surprising is how well it holds up in an era in which computer-generated images are the norm .,3,3,3
5552,3,"A plethora of engaging diatribes on the meaning of ` home , ' delivered in grand passion by the members of the various households .",3,3,3
5619,2,A `` black Austin Powers ? '',2,2,2
5640,1,"A superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : Everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find .",1,1,1
5658,3,"It 's not particularly well made , but since I found myself howling more than cringing , I 'd say the film works .",3,3,3
5660,2,Fans of so-bad-they 're - good cinema may find some fun in this jumbled mess .,2,2,2
5669,2,"` Tadpole ' was one of the films so declared this year , but it 's really more of The Next Pretty Good Thing .",2,2,2
5702,1,Writer-director Stephen Gaghan has made the near-fatal mistake of being what the English call ` too clever by half . ',1,1,1
5709,3,A small movie with a big heart .,3,3,3
5790,1,Disappointing in comparison to other recent war movies ... or any other John Woo flick for that matter .,1,1,1
5800,1,"This is a third-person story now , told by Hollywood , and much more ordinary for it .",1,1,1
5804,1,It gets the details of its time frame right but it completely misses its emotions .,1,1,1
5827,2,My Wife 's plotting is nothing special ; it 's the delivery that matters here .,2,2,2
5850,1,It 's impossible to indulge the fanciful daydreams of Janice Beard -LRB- Eileen Walsh -RRB- when her real-life persona is so charmless and vacant .,1,1,1
5853,3,It 's always fascinating to watch Marker the essayist at work .,3,3,3
5888,1,"This Sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama .",1,1,1
5969,1,What 's infuriating about Full Frontal is that it 's too close to real life to make sense .,1,1,1
6017,3,Graced with the kind of social texture and realism that would be foreign in American teen comedies .,3,3,3
6027,4,The most ingenious film comedy since Being John Malkovich .,4,4,4
6048,1,"A dark-as-pitch comedy that frequently veers into corny sentimentality , probably would not improve much after a therapeutic zap of shock treatment .",1,1,1
6081,3,Boasts enough funny dialogue and sharp characterizations to be mildly amusing .,3,3,3
6096,2,The filmmakers might want to look it up .,2,2,2
6120,1,It gets old quickly .,1,1,1
6150,3,Surprisingly insightful,3,3,3
6151,3,"Strange it is , but delightfully so .",3,3,3
6164,3,A clever script and skilled actors bring new energy to the familiar topic of office politics .,3,3,3
6192,1,"Since Dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche .",1,1,1
6204,1,"If they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it stands I kept looking for the last exit from Brooklyn .",1,1,1
6211,3,"The journey to the secret 's eventual discovery is a separate adventure , and thrill enough .",3,3,3
6250,1,The film is strictly routine .,1,1,1
6257,1,To get at the root psychology of this film would require many sessions on the couch of Dr. Freud .,1,1,1
6264,1,Why did they deem it necessary to document all this emotional misery ?,1,1,1
6273,3,"Its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work .",3,3,3
6359,2,Samuel Beckett applied to the Iranian voting process .,2,2,2
6383,1,Technically and artistically inept .,1,1,1
6406,1,"` It looks good , Sonny , but you missed the point . '",1,1,1
6422,3,"It 's rare to find a film to which the adjective ` gentle ' applies , but the word perfectly describes Pauline & Paulette .",3,3,3
6429,1,"Average , at best , I 'm afraid .",1,1,1
6430,1,Guys say mean things and shoot a lot of bullets .,1,1,1
6520,3,"A different and emotionally reserved type of survival story -- a film less about refracting all of World War II through the specific conditions of one man , and more about that man lost in its midst .",3,3,3
6579,3,Offers a persuasive look at a defeated but defiant nation in flux .,3,3,3
6612,1,"Interview With the Assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its Blair Witch Project real-time roots .",1,1,1
6668,1,-LRB- A -RRB- painfully flat gross-out comedy ...,1,1,1
6674,3,By the end you ca n't help but feel ` stoked . ',3,3,3
6682,3,"The cast ... keeps this pretty watchable , and casting Mick Jagger as director of the escort service was inspired .",3,3,3
6702,1,"So mind-numbingly awful that you hope Britney wo n't do it one more time , as far as movies are concerned .",1,1,1
6712,4,A terrifically entertaining specimen of Spielbergian sci-fi .,4,4,4
6724,1,"Lacking substance and soul , Crossroads comes up shorter than Britney 's cutoffs .",1,1,1
6731,1,The film ultimately offers nothing more than people in an urban jungle needing other people to survive ...,1,1,1
6799,3,Children and adults enamored of all things Pokemon wo n't be disappointed .,3,3,3
6838,3,The script manages the rare trick of seeming at once both refreshingly different and reassuringly familiar .,3,3,3
6847,3,"Symbolically , Warm Water Under a Red Bridge is a celebration of feminine energy , a tribute to the power of women to heal .",3,3,3
6873,3,"It 's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible .",3,3,3
6887,1,"The star who helped give a spark to `` Chasing Amy '' and `` Changing Lanes '' falls flat as thinking man CIA agent Jack Ryan in this summer 's new action film , `` The Sum of All Fears . ''",1,1,1
6903,3,It 's absolutely amazing how first-time director Kevin Donovan managed to find something new to add to the canon of Chan .,3,3,3
6906,3,"There 's back-stabbing , inter-racial desire and , most importantly , singing and dancing .",3,3,3
6914,1,"It 's unfortunate that Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy situations and dialogue .",1,1,1
6915,3,"Notwithstanding my problem with the movie 's final half hour , I 'm going to recommend SECRETARY , based on the wonderful acting clinic put on by Spader and Gyllenhaal , and also the unique way Shainberg goes about telling what at heart is a sweet little girl -",3,3,3
6936,1,"After a while , the only way for a reasonably intelligent person to get through The Country Bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky .",1,1,1
6968,3,"There are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys .",3,3,3
6976,1,The film never finds its tone and several scenes run too long .,1,1,1
7002,3,"Very amusing , not the usual route in a thriller , and the performances are odd and pixilated and sometimes both .",3,3,3
7012,1,Full Frontal had no effect and elicited no sympathies for any of the characters .,1,1,1
7031,3,"Brown Sugar signals director Rick Famuyiwa 's emergence as an articulate , grown-up voice in African-American cinema .",3,3,3
7067,1,"Talkiness is n't necessarily bad , but the dialogue frequently misses the mark .",1,1,1
7071,1,Do we really need the Tiger Beat version ?,1,1,1
7157,1,"You leave the same way you came -- a few tasty morsels under your belt , but no new friends .",1,1,1
7162,1,"Too long , and larded with exposition , this somber cop drama ultimately feels as flat as the scruffy sands of its titular community .",1,1,1
7234,1,Abandon spends 90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed .,1,1,1
7273,3,"This ready-made midnight movie probably wo n't stand the cold light of day , but under the right conditions , it 's goofy -LRB- if not entirely wholesome -RRB- fun .",3,3,3
7312,1,"And neither do cliches , no matter how ` inside ' they are .",1,1,1
7313,3,Great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .,3,3,3
7391,2,An overly melodramatic but somewhat insightful French coming-of-age film ...,2,2,2
7437,1,"When -LRB- Reno -RRB- lets her radical flag fly , taking angry potshots at George W. Bush , Henry Kissinger , Larry King , et al. , Reno devolves into a laugh-free lecture .",1,1,1
7451,3,It gives devastating testimony to both people 's capacity for evil and their heroic capacity for good .,3,3,3
7503,3,"It 's a treat watching Shaw , a British stage icon , melting under the heat of Phocion 's attentions .",3,3,3
7523,3,It 's a rare window on an artistic collaboration .,3,3,3
7558,1,"Fans of Plympton 's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .",1,1,1
7613,3,Despite its flaws ... Belinsky is still able to create an engaging story that keeps you guessing at almost every turn .,3,3,3
7626,3,The film is full of charm .,3,3,3
7639,1,"Not even Solondz 's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it .",1,1,1
7656,1,A handsome but unfulfilling suspense drama more suited to a quiet evening on PBS than a night out at an AMC .,1,1,1
7689,4,"Filled with Alexandre Desplat 's haunting and sublime music , the movie completely transfixes the audience .",4,4,4
7703,3,would make an excellent companion piece to the similarly themed ` The French Lieutenant 's Woman . ',3,3,3
7709,1,So aggressively cheery that Pollyana would reach for a barf bag .,1,1,1
7798,1,"As with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else .",1,1,1
7812,3,"It cooks Conduct in a low , smoky and inviting sizzle .",3,3,3
7840,3,"Smart and alert , Thirteen Conversations About One Thing is a small gem .",3,3,3
7845,4,"A deftly entertaining film , smartly played and smartly directed .",4,4,4
7859,3,-LRB- A -RRB- smarter and much funnier version of the old Police Academy flicks .,3,3,3
7871,1,"Limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly .",1,1,1
7884,3,"It lets you brush up against the humanity of a psycho , without making him any less psycho .",3,3,3
7962,1,Originality is sorely lacking .,1,1,1
7969,1,You could hate it for the same reason .,1,1,1
8023,3,"Continually challenges perceptions of guilt and innocence , of good guys and bad , and asks us whether a noble end can justify evil means .",3,3,3
8036,1,The only fun part of the movie is playing the obvious game .,1,1,1
8078,1,This is an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors .,1,1,1
8085,3,"A very well-meaning movie , and it will stand in future years as an eloquent memorial to the World Trade Center tragedy .",3,3,3
8088,1,"He 's just a sad aristocrat in tattered finery , and the film seems as deflated as he does .",1,1,1
8094,3,"Mastering its formidable arithmetic of cameras and souls , Group articulates a flood of emotion .",3,3,3
8109,1,They ought to be a whole lot scarier than they are in this tepid genre offering .,1,1,1
8124,3,"Lovely and Amazing is Holofcener 's deep , uncompromising curtsy to women she knows , and very likely is .",3,3,3
8241,1,Watching `` Ending '' is too often like looking over the outdated clothes and plastic knickknacks at your neighbor 's garage sale .,1,1,1
8245,1,"Lucy 's a dull girl , that 's all .",1,1,1
8263,3,"Charming and witty , it 's also somewhat clumsy .",3,3,3
8279,1,"Maybe LeBlanc thought , `` Hey , the movie about the baseball-playing monkey was worse . ''",1,1,1
8305,3,"The Four Feathers has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes .",3,3,3
8323,3,"A delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow .",3,3,3
8353,3,"A wildly erratic drama with sequences that make you wince in embarrassment and others , thanks to the actors , that are quite touching .",3,3,3
8373,3,"The Movie is clever , offbeat and even gritty enough to overcome my resistance .",3,3,3
8375,1,The whole thing plays like a tired Tyco ad .,1,1,1
8376,3,Genuinely unnerving .,3,3,3
8379,1,Lazily directed by Charles Stone III ... from a leaden script by Matthew Cirulnick and novelist Thulani Davis .,1,1,1
8400,1,Fails to convince the audience that these brats will ever be anything more than losers .,1,1,1
8401,1,"Sounding like Arnold Schwarzenegger , with a physique to match , -LRB- Ahola -RRB- has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation .",1,1,1
8406,3,an original and highly cerebral examination of the psychopathic mind,3,3,3
8457,3,"Makes the case for a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem , and not strictly in the knowledge imparted .",3,3,3
8519,3,Munch 's screenplay is tenderly observant of his characters .,3,3,3
8546,3,"There are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple does n't mean you have to check your brain at the door .",3,3,3
8582,3,"Although mainstream American movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",3,3,3
8589,3,"The film is hard to dismiss -- moody , thoughtful , and lit by flashes of mordant humor .",3,3,3
8612,1,Low rent from frame one .,1,1,1
8651,3,"A heady , biting , be-bop ride through nighttime Manhattan , a loquacious videologue of the modern male and the lengths to which he 'll go to weave a protective cocoon around his own ego .",3,3,3
8655,1,... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .,1,1,1
8673,3,"A real audience-pleaser that will strike a chord with anyone who 's ever waited in a doctor 's office , emergency room , hospital bed or insurance company office .",3,3,3
8677,1,"Will undoubtedly play well in European markets , where Mr. Besson is a brand name , and in Asia , where Ms. Shu is an institution , but American audiences will probably find it familiar and insufficiently cathartic .",1,1,1
8709,3,"We 've seen it all before in one form or another , but director Hoffman , with great help from Kevin Kline , makes us care about this latest reincarnation of the world 's greatest teacher .",3,3,3
8711,3,Puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman .,3,3,3
8759,1,Unfortunately the story and the actors are served with a hack script .,1,1,1
8877,1,Nearly all the fundamentals you take for granted in most films are mishandled here .,1,1,1
8922,3,There is no denying the power of Polanski 's film ...,3,3,3
8928,3,"Has a certain ghoulish fascination , and generates a fair amount of B-movie excitement .",3,3,3
8933,3,Much of the movie 's charm lies in the utter cuteness of Stuart and Margolo .,3,3,3
9000,1,"With a `` Spy Kids '' sequel opening next week , why bother with a contemptible imitator starring a `` SNL '' has-been acting like an 8-year-old channeling Roberto Benigni ?",1,1,1
9034,3,Together -LRB- Time Out and Human Resources -RRB- establish Mr. Cantet as France 's foremost cinematic poet of the workplace .,3,3,3
9103,1,"There 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes .",1,1,1
9124,1,Shallow .,1,1,1
9178,1,"Instead of panoramic sweep , Kapur gives us episodic choppiness , undermining the story 's emotional thrust .",1,1,1
9203,1,This is no `` Waterboy ! '',1,1,1
9205,4,One of the very best movies ever made about the life of moviemaking .,4,4,4
9290,3,"It 's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .",3,3,3
9361,1,Conforms itself with creating a game of ` who 's who ' ... where the characters ' moves are often more predictable than their consequences .,1,1,1
9459,3,There 's a lot to recommend Read My Lips .,3,3,3
9462,1,"Nelson 's intentions are good , but the end result does no justice to the story itself .",1,1,1
9473,3,A literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .,3,3,3
9474,3,Becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the Papin sisters .,3,3,3
9528,3,A stirring road movie .,3,3,3
9560,1,Pretend like your SAT scores are below 120 and you might not notice the flaws .,1,1,1
9564,3,Campbell Scott finds the ideal outlet for his flick-knife diction in the role of Roger Swanson .,3,3,3
9588,3,The difference between Cho and most comics is that her confidence in her material is merited .,3,3,3
9655,3,While the plot follows a predictable connect-the-dots course ... director John Schultz colors the picture in some evocative shades .,3,3,3
9667,1,A manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse .,1,1,1
9671,3,"Although Estela Bravo 's documentary is cloyingly hagiographic in its portrait of Cuban leader Fidel Castro , it 's still a guilty pleasure to watch .",3,3,3
9674,1,"An odd , haphazard , and inconsequential romantic comedy .",1,1,1
9691,4,About Schmidt is undoubtedly one of the finest films of the year .,4,4,4
9694,3,Naomi Watts is terrific as Rachel ; her petite frame and vulnerable persona emphasising her plight and isolation .,3,3,3
9704,3,"Sweet Home Alabama is n't going to win any Academy Awards , but this date-night diversion will definitely win some hearts .",3,3,3
9724,3,"A searing , epic treatment of a nationwide blight that seems to be , horrifyingly , ever on the rise .",3,3,3
9793,3,"The word that comes to mind , while watching Eric Rohmer 's tribute to a courageous Scottish lady , is painterly .",3,3,3
9817,3,A funny film .,3,3,3
9898,1,"There 's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .",1,1,1
9906,1,"Simplistic , silly and tedious .",1,1,1
9919,2,The niftiest trick perpetrated by The Importance of Being Earnest is the alchemical transmogrification of Wilde into Austen -- and a Hollywood-ized Austen at that .,2,2,2
9971,4,"Intensely romantic , thought-provoking and even an engaging mystery .",4,4,4
9981,3,Sorvino is delightful in the central role .,3,3,3
10004,1,"Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker .",1,1,1
10009,3,"Highlighted by a gritty style and an excellent cast , it 's better than one might expect when you look at the list of movies starring Ice-T in a major role .",3,3,3
10025,3,"While dutifully pulling on heartstrings , directors Dean Deblois and Chris Sanders valiantly keep punching up the mix .",3,3,3
10027,3,"The Bourne Identity should n't be half as entertaining as it is , but director Doug Liman and his colleagues have managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood .",3,3,3
10043,1,The problem is that the movie has no idea of it is serious or not .,1,1,1
10067,1,"Noyce 's greatest mistake is thinking that we needed sweeping , dramatic , Hollywood moments to keep us",1,1,1
10109,3,"While the story does seem pretty unbelievable at times , it 's awfully entertaining to watch .",3,3,3
10124,1,Suffers from all the excesses of the genre .,1,1,1
10126,3,"McGrath has deftly trimmed Dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness .",3,3,3
10144,3,Those who do n't entirely ` get ' Godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy .,3,3,3
10153,1,"Austin Powers in Goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride .",1,1,1
10178,3,"The work of an artist tormented by his heritage , using his storytelling ability to honor the many faceless victims .",3,3,3
10200,4,is one of this year 's very best pictures .,4,4,4
10207,3,"With amazing finesse , the film shadows Heidi 's trip back to Vietnam and the city where her mother , Mai Thi Kim , still lives .",3,3,3
10234,3,Screenwriter Dan Schneider and director Shawn Levy substitute volume and primary colors for humor and bite .,3,3,3
10255,1,The first question to ask about Bad Company is why Anthony Hopkins is in it .,1,1,1
10272,4,One of the funnier movies in town .,4,4,4
10309,3,It offers a glimpse of the Solomonic decision facing Jewish parents in those turbulent times : to save their children and yet to lose them .,3,3,3
10346,1,"Mattei so completely loses himself to the film 's circular structure to ever offer any insightful discourse on , well , Love in the Time of Money .",1,1,1
10393,2,"Not as good as the original , but what is ...",2,2,2
10447,3,This seductive tease of a thriller gets the job done .,3,3,3
10463,3,"Both an admirable reconstruction of terrible events , and a fitting memorial to the dead of that day , and of the thousands thereafter .",3,3,3
10472,3,"A thriller with an edge -- which is to say that it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world .",3,3,3
10475,1,A movie that 's held captive by mediocrity .,1,1,1
10553,3,-LRB- An -RRB- absorbing documentary .,3,3,3
10595,1,"This is for the most part a useless movie , even with a great director at the helm .",1,1,1
10607,3,Nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin .,3,3,3
10609,3,Director Peter Kosminsky gives these women a forum to demonstrate their acting ` chops ' and they take full advantage .,3,3,3
10613,3,Mama Africa pretty much delivers on that promise .,3,3,3
10614,3,I liked this film a lot ...,3,3,3
10627,1,"Too stagey , talky -- and long -- for its own good .",1,1,1
10629,1,They threw loads of money at an idea that should 've been so much more even if it was only made for teenage boys and wrestling fans .,1,1,1
10650,3,`` Red Dragon '' never cuts corners .,3,3,3
10703,3,"The film fearlessly gets under the skin of the people involved ... This makes it not only a detailed historical document , but an engaging and moving portrait of a subculture .",3,3,3
10705,3,"A culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling American in Europe .",3,3,3
10730,3,The action sequences are fun and reminiscent of combat scenes from the Star Wars series .,3,3,3
10748,3,"It 's a talking head documentary , but a great one .",3,3,3
10750,1,"-LRB- H -RRB- ad I suffered and bled on the hard ground of Ia Drang , I 'd want something a bit more complex than We Were Soldiers to be remembered by .",1,1,1
10769,3,"The picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came .",3,3,3
10784,2,Paul Bettany playing Malcolm McDowell ?,2,2,2
10795,1,"Its audacious ambitions sabotaged by pomposity , Steven Soderbergh 's space opera emerges as a numbingly dull experience .",1,1,1
10811,1,Do n't say you were n't warned .,1,1,1
10867,1,"There is something in Full Frontal , I guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see .",1,1,1
10868,3,"There 's a spontaneity to The Chateau , a sense of light-heartedness , that makes it attractive throughout .",3,3,3
10876,1,"The characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .",1,1,1
10896,4,"The film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .",4,4,4
10900,1,Can be classified as one of those ` alternate reality ' movies ... except that it would have worked so much better dealing in only one reality .,1,1,1
10933,3,"Fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees .",3,3,3
10942,3,The big ending surprise almost saves the movie .,3,3,3
10943,1,"This starts off with a 1950 's Doris Day feel and it gets very ugly , very fast .",1,1,1
10957,1,... built on the premise that middle-class Arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from TV reruns and supermarket tabloids .,1,1,1
10979,3,Meyjes ... has done his homework and soaked up some jazzy new revisionist theories about the origins of Nazi politics and aesthetics .,3,3,3
11030,3,"You need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of Haynes ' work .",3,3,3
11032,1,Even accepting this in the right frame of mind can only provide it with so much leniency .,1,1,1
11069,3,"Fear permeates the whole of Stortelling , Todd Solondz ' oftentimes funny , yet ultimately cowardly autocritique .",3,3,3
11119,3,"It has its faults , but it is a kind , unapologetic , sweetheart of a movie , and Mandy Moore leaves a positive impression .",3,3,3
11141,3,"Dog Soldiers does n't transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it .",3,3,3
11152,1,"Lisa Rinzler 's cinematography may be lovely , but Love Liza 's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension .",1,1,1
11166,1,It makes me feel weird \/ Thinking about all the bad things in the world \/ Like puppies with broken legs \/ And butterflies that die \/ And movies starring pop queens,1,1,1
11177,3,But it does somehow manage to get you under its spell .,3,3,3
11185,1,What ` Blade Runner ' would 've looked like as a low-budget series on a UHF channel .,1,1,1
11237,3,"A weird little movie that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern L.A. 's show-biz and media subcultures .",3,3,3
11241,4,"This charming , thought-provoking New York fest of life and love has its rewards .",4,4,4
11252,1,... a confusing drudgery .,1,1,1
11291,3,"It 's a spectacular performance - ahem , we hope it 's only acting .",3,3,3
11295,1,Feels less like a cousin to Blade Runner than like a bottom-feeder sequel in the Escape From New York series .,1,1,1
11317,4,One of the greatest films I 've ever seen .,4,4,4
11335,1,Any attempts at nuance given by the capable cast is drowned out by director Jon Purdy 's sledgehammer sap .,1,1,1
11370,3,"Poetic , heartbreaking .",3,3,3
11385,3,"High drama , Disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky .",3,3,3
11425,3,"Nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book .",3,3,3
11435,1,"Schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs ...",1,1,1
11477,1,"It does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject .",1,1,1
11514,1,Serving Sara is little more than a mall movie designed to kill time .,1,1,1
